TILEID,EXPID,MEDIAN_TSNR2_LRG,MEDIAN_TSNR2_ELG,MEDIAN_DELTACHI2,N_LRG
2162,00090132,31.66356658935547,45.11015319824219,79.24304144829512,1129
2163,00091378,82.11940002441406,114.40582275390625,206.50621792674065,1253
2172,00088528,90.01411437988281,129.64239501953125,215.1244321600534,1168
2173,00088526,48.415382385253906,69.38069152832031,134.50967939104885,1166
2173,00088527,45.46015930175781,64.73943328857422,129.7813871413091,1168
2175,00088361,30.510189056396484,40.231964111328125,81.2284025605768,1178
2175,00088362,23.223480224609375,31.182518005371094,53.3233775831759,1180
2175,00088363,35.3587532043457,47.85511779785156,83.95722841471434,1177
2181,00088529,88.77349853515625,126.1114730834961,257.22513734549284,1255
2184,00088867,86.35302734375,124.90953826904297,201.3570744432509,1121
2187,00088862,41.05204772949219,57.712379455566406,102.22256412729621,1049
2187,00088863,55.61503601074219,78.57130432128906,148.63638871908188,1049
2195,00088869,86.17790222167969,125.89412689208984,214.54755648598075,1156
2196,00088370,33.4559440612793,44.61774444580078,88.95227190945297,1163
2196,00088371,21.918296813964844,29.33618927001953,56.78880671784282,1164
2196,00088372,35.443397521972656,47.967308044433594,95.19299140572548,1163
2197,00091379,82.14210510253906,114.69718933105469,231.46250031283125,1238
2202,00088870,80.45491027832031,116.48259735107422,222.7103988826275,1127
2203,00091380,86.07127380371094,121.02227783203125,234.34911022149026,1194
2204,00089267,98.88679504394531,150.7965087890625,257.64468964375556,1264
2220,00088871,79.55001831054688,116.87841796875,223.2919381475076,1168
2677,00096354,90.77485656738281,122.57547760009766,249.35522226337343,1080
2782,00096359,81.58409118652344,109.86161041259766,209.95315961597953,1228
2968,00097551,38.843528747558594,52.10912322998047,88.17970880120993,1077
2968,00097552,46.52200698852539,61.903350830078125,107.97609239630401,1077
2969,00096676,46.00946044921875,67.90469360351562,108.1722603701055,1187
2969,00096677,28.89417839050293,42.76799392700195,62.52227354794741,1191
2969,00096678,29.33767318725586,44.28797149658203,60.49461432546377,1190
2977,00097946,51.927513122558594,69.78497314453125,122.28757472336292,1207
2977,00097947,44.72261428833008,59.42107391357422,104.67076324768732,1206
2986,00097429,30.58007049560547,40.513877868652344,83.75014509260654,1276
2986,00097430,29.072608947753906,38.366783142089844,75.50497211981565,1276
2986,00097431,32.09760284423828,42.079002380371094,84.13875731918961,1276
2988,00097943,37.56513977050781,50.507652282714844,82.86242662742734,1221
2988,00097944,14.66526985168457,19.534564971923828,24.595216661691666,1225
2988,00097945,36.74407196044922,48.93620300292969,81.11107810772955,1221
2996,00097950,83.49519348144531,109.15470886230469,233.19539142400026,1035
2997,00097553,42.18404006958008,56.020713806152344,101.38488545734435,1026
2997,00097554,45.25645446777344,59.627750396728516,112.16778093762696,1026
3393,00097952,81.41326141357422,108.82421112060547,199.3222705963999,1006
3440,00097951,75.74114990234375,98.58094024658203,186.825869910419,1083
