# fiber x(mm) y(mm) theta(deg) phi(deg) illumination_fraction
1225 51.792871 381.101135 1.522310 82.260734 1.50705e-13
1226 -12.670789 153.956046 0.631433 94.704916 1.81643e-13
1227 59.151260 345.159470 1.394820 80.275475 1.5529e-13
1228 -6.710511 201.434003 0.820075 91.908029 1.76455e-13
1229 -44.858698 230.474362 0.951668 101.014138 1.73901e-13
1230 -23.430565 179.495157 0.738121 97.437106 1.79301e-13
1231 -26.695813 373.727465 1.485780 94.085768 1.54464e-13
1232 -14.839273 88.770624 0.369501 99.490058 1.87273e-13
1233 54.610358 214.207657 0.897479 75.697611 1.72097e-13
1234 87.480761 286.107772 1.201738 72.998382 1.61298e-13
1235 14.579830 354.344076 1.411445 87.643839 1.56027e-13
1236 -2.993285 183.718945 0.749031 90.933423 1.78287e-13
1237 8.919841 102.913819 0.423789 85.046387 1.8539e-13
1238 19.294056 280.851985 1.133778 86.070052 1.65816e-13
1239 -22.370884 124.201031 0.516981 100.210541 1.84624e-13
1240 36.450844 275.203411 1.118680 82.455058 1.65764e-13
1241 -69.891808 299.248816 1.232786 103.146203 1.65305e-13
1242 -8.606210 312.145553 1.251703 91.579310 1.62657e-13
1243 55.152646 186.603915 0.792339 73.534430 1.75051e-13
1244 -67.596700 365.108504 1.473345 100.489052 1.56203e-13
1245 18.060640 160.328239 0.659104 83.572845 1.79846e-13
1246 -44.365080 202.848844 0.844318 102.336903 1.77085e-13
1247 10.880834 372.283057 1.477517 88.325875 1.53611e-13
1248 58.757778 373.218227 1.497342 81.053051 1.51442e-13
1249 -36.882879 167.446676 0.699793 102.421977 1.80816e-13
1250 63.797616 271.672724 1.124310 76.784538 1.64699e-13
1251 85.901033 398.085888 1.604920 77.823127 1.46504e-13
1252 -33.640537 381.671689 1.516974 95.037032 1.53466e-13
1253 -52.678806 293.592855 1.198283 100.172231 1.65972e-13
1254 -45.710258 285.783629 1.164237 99.087321 1.66935e-13
1255 40.132588 257.441145 1.052477 81.139458 1.67818e-13
1256 79.590555 349.608596 1.426012 77.174845 1.53485e-13
1257 -48.100572 220.557595 0.915976 102.302787 1.75088e-13
1258 83.308484 331.742037 1.364296 75.903145 1.5566e-13
1259 38.012046 397.057285 1.574484 84.531488 1.49049e-13
1260 13.240893 57.600823 0.242959 77.054129 1.88339e-13
1261 49.933932 287.308522 1.172696 80.140536 1.63509e-13
1262 6.229937 241.113052 0.976792 88.519907 1.71355e-13
1263 14.219944 382.434726 1.515312 87.870571 1.52076e-13
1264 82.512439 387.838358 1.565903 77.989421 1.48097e-13
1265 90.735475 296.125829 1.241990 72.964490 1.59803e-13
1266 34.719188 182.292003 0.756334 79.216642 1.76753e-13
1267 -40.605802 185.137240 0.772199 102.370694 1.78995e-13
1268 33.651186 237.576056 0.971901 81.938036 1.70588e-13
1269 25.593631 124.903132 0.522253 78.419941 1.82749e-13
1270 53.167972 297.284014 1.212527 79.860099 1.62032e-13
1271 71.277252 236.233950 0.998587 73.210221 1.68496e-13
1272 68.049908 226.300429 0.957611 73.263650 1.69845e-13
1273 49.464523 315.079480 1.277080 81.077922 1.59886e-13
1274 106.637072 374.292080 1.539109 74.097569 1.48433e-13
1275 1.912118 110.721759 0.454104 89.010624 1.85014e-13
1276 -36.342980 139.812306 0.590971 104.571061 1.83464e-13
1277 89.818691 351.838644 1.442996 75.679184 1.52562e-13
1278 -57.375013 367.273351 1.474877 98.878916 1.55817e-13
1279 -81.105914 352.829533 1.438945 102.945843 1.57962e-13
1280 -58.781363 246.061249 1.022965 103.435538 1.72124e-13
1281 -66.651559 309.225633 1.267161 102.163638 1.63959e-13
1282 32.257520 320.749658 1.290086 84.257122 1.59957e-13
1283 -17.450278 226.949217 0.923383 94.396860 1.73835e-13
1284 0.459916 398.453079 1.572956 89.933866 1.50243e-13
1285 -2.945784 388.194673 1.535518 90.434776 1.51812e-13
1286 96.784784 344.008896 1.421584 74.286380 1.53154e-13
1287 -37.882938 222.682106 0.916528 99.654792 1.74735e-13
1288 56.876606 279.495621 1.148092 78.497524 1.64104e-13
1289 -3.986579 63.225587 0.260383 93.607909 1.88732e-13
1290 -42.993696 323.521405 1.305224 97.569847 1.61814e-13
1291 -10.955774 246.786400 0.999671 92.541906 1.71194e-13
1292 -60.671765 357.154581 1.439835 99.641105 1.57289e-13
1293 20.194368 225.518154 0.918655 84.883010 1.72651e-13
1294 -67.887279 393.439144 1.575869 99.789894 1.52134e-13
1295 41.172062 202.134873 0.838922 78.487138 1.74254e-13
1296 89.466865 379.938775 1.543297 76.749549 1.488e-13
1297 -0.752152 73.144896 0.300540 90.589154 1.87954e-13
1298 -65.294461 226.231728 0.954289 106.099071 1.74528e-13
1299 -27.146098 197.191519 0.810145 97.838277 1.77462e-13
1300 -28.838968 104.364396 0.444072 105.447050 1.86401e-13
1301 -37.165636 399.910639 1.584533 95.309524 1.50848e-13
1302 -45.280102 258.115034 1.058342 99.949930 1.70506e-13
1303 9.482232 251.037327 1.016053 87.836841 1.70005e-13
1304 -19.789976 365.768591 1.454799 93.096979 1.55426e-13
1305 -67.147753 337.068464 1.370484 101.266459 1.6015e-13
1306 52.678868 325.088517 1.316425 80.795532 1.58369e-13
1307 -17.915464 254.568607 1.031608 94.025598 1.70445e-13
1308 -7.234421 229.078505 0.929589 91.808830 1.73263e-13
1309 -8.100516 284.401651 1.145366 91.631495 1.66353e-13
1310 -10.472231 219.161464 0.890963 92.735694 1.74533e-13
1311 70.770307 263.890266 1.101679 74.987619 1.65198e-13
1312 -39.756115 333.525858 1.341156 96.797555 1.6038e-13
1313 -41.118993 212.763834 0.880235 100.938201 1.75932e-13
1314 26.668643 245.368046 0.998823 83.796967 1.69974e-13
1315 -2.585230 360.052933 1.431625 90.411385 1.55806e-13
1316 62.405260 355.227931 1.433876 80.036141 1.53727e-13
1317 42.257222 146.913280 0.624950 73.952977 1.79811e-13
1318 -16.449897 171.690383 0.703873 95.472883 1.79957e-13
1319 23.956553 207.808921 0.850439 83.423878 1.74516e-13
1320 61.600095 206.448487 0.875252 73.385950 1.72508e-13
1321 58.501042 401.551426 1.599632 81.711034 1.47471e-13
1322 5.164967 120.635737 0.494825 87.548403 1.8409e-13
1323 19.688786 77.448821 0.328234 75.736594 1.86725e-13
1324 47.609188 221.984365 0.921069 77.895098 1.71641e-13
1325 90.277710 323.935554 1.342636 74.427360 1.56258e-13
1326 -43.857229 175.223842 0.736563 104.052020 1.80069e-13
1327 9.080011 278.705682 1.123500 88.134009 1.6652e-13
1328 72.627301 357.450856 1.449054 78.514915 1.52855e-13
1329 -9.780374 396.258347 1.565395 91.413877 1.50818e-13
1330 84.210710 276.042569 1.161103 73.034928 1.6281e-13
1331 21.822906 142.602511 0.590179 81.299350 1.81358e-13
1332 -3.498329 211.359528 0.859182 90.948248 1.75227e-13
1333 92.761627 390.107558 1.582171 76.624339 1.47151e-13
1334 -38.344128 250.309406 1.023919 98.709261 1.71393e-13
1335 -94.560032 340.659134 1.407325 105.513570 1.59604e-13
1336 -73.635914 317.048557 1.301901 103.075380 1.62909e-13
1337 -13.210902 181.607319 0.742403 94.160614 1.78817e-13
1338 42.467416 322.921853 1.302714 82.508032 1.59182e-13
1339 107.015620 346.237635 1.440309 72.824593 1.52141e-13
1340 38.492289 164.594704 0.690052 76.837307 1.78335e-13
1341 6.793939 37.752301 0.157773 79.798195 1.89757e-13
1342 -16.468597 375.890632 1.491577 92.508650 1.53938e-13
1343 11.825370 316.442634 1.268439 87.859869 1.61384e-13
1344 -87.088546 304.944591 1.270236 105.938711 1.64507e-13
1345 16.951157 215.603022 0.878523 85.504535 1.73973e-13
1346 46.214720 305.092322 1.237633 81.386443 1.6138e-13
1347 22.943168 263.090655 1.066251 85.016055 1.67934e-13
1348 -76.413936 279.370989 1.165071 105.297459 1.6794e-13
1349 -50.454994 359.318815 1.441962 97.993124 1.56881e-13
1350 -9.431287 163.872735 0.670382 93.293882 1.80558e-13
1351 -25.594525 114.279447 0.480041 102.623893 1.85532e-13
1352 15.380119 122.755501 0.506890 82.858586 1.8344e-13
1353 -60.962896 385.414470 1.542842 98.988288 1.53272e-13
1354 113.566618 366.403003 1.518620 72.779176 1.49025e-13
1355 -63.420709 319.201776 1.301726 101.237486 1.62599e-13
1356 -62.043443 236.145555 0.988428 104.720841 1.73346e-13
1357 28.084803 366.587101 1.459830 85.619040 1.53778e-13
1358 2.987656 231.191333 0.937540 89.259615 1.72675e-13
1359 14.833493 150.406290 0.617952 84.367543 1.80969e-13
1360 -40.492569 389.723533 1.548751 95.931791 1.52407e-13
1361 38.716275 340.783821 1.367800 83.518447 1.56937e-13
1362 26.136988 97.296571 0.413372 74.963496 1.84942e-13
1363 86.558875 341.787115 1.403734 75.788430 1.54145e-13
1364 73.093467 329.525449 1.347357 77.493465 1.56623e-13
1365 23.430178 235.440706 0.958763 84.316850 1.71325e-13
1366 11.606652 140.484188 0.576829 85.277011 1.82032e-13
1367 87.021267 313.917075 1.302915 74.506041 1.57754e-13
1368 -64.331818 375.216455 1.507931 99.728913 1.54754e-13
1369 -72.693219 261.651082 1.095269 105.526624 1.70207e-13
1370 62.884919 327.305066 1.331377 79.124326 1.57499e-13
1371 -68.999680 243.935786 1.025003 105.794087 1.72403e-13
1372 28.277664 162.445188 0.673375 80.125180 1.79125e-13
1373 26.237830 273.055060 1.105931 84.511306 1.66526e-13
1374 44.919776 389.084134 1.548192 83.414356 1.49888e-13
1375 -104.785253 338.540972 1.410486 107.198350 1.5981e-13
1376 -4.534246 90.874247 0.373526 92.856452 1.86842e-13
1377 -26.282832 345.692382 1.381720 94.347807 1.58442e-13
1378 76.817123 311.710305 1.285038 76.156024 1.58748e-13
1379 -23.409406 383.833685 1.522099 93.490056 1.52944e-13
1380 -58.319139 218.442917 0.917366 104.947993 1.75435e-13
1381 -47.149082 369.421191 1.477427 97.273316 1.55417e-13
1382 27.725141 190.096772 0.782461 81.702060 1.76277e-13
1383 5.359524 296.490014 1.191600 88.964401 1.64303e-13
1384 40.632861 229.785672 0.945967 79.972084 1.71113e-13
1385 20.939138 402.887894 1.591068 87.024865 1.48906e-13
1386 29.506910 283.005072 1.145451 84.047686 1.65099e-13
1387 72.266810 385.586525 1.550501 79.384746 1.48989e-13
1388 -7.707660 256.713416 1.037972 91.719753 1.69896e-13
1389 -15.063496 292.206821 1.176460 92.951031 1.65497e-13
1390 -91.328004 350.684961 1.440247 104.597156 1.58216e-13
1391 -4.851356 294.354919 1.183374 90.944224 1.64932e-13
1392 8.624359 306.451478 1.230001 88.387970 1.62858e-13
1393 -32.244813 297.866481 1.203360 96.178357 1.65123e-13
1394 -18.818833 309.985575 1.245196 93.474091 1.63202e-13
1395 -54.101533 377.364357 1.509885 98.158719 1.5433e-13
1396 -38.751065 277.971652 1.130479 97.936258 1.67861e-13
1397 -1.295552 100.792971 0.413598 90.736416 1.85962e-13
1398 -34.148264 204.977959 0.844951 99.458316 1.76734e-13
1399 -48.967547 275.844528 1.128538 100.066205 1.68277e-13
1400 60.561057 261.719832 1.083916 76.971264 1.66124e-13
1401 -2.443214 156.089436 0.638015 90.896758 1.81074e-13
1402 110.286282 356.305359 1.479517 72.801269 1.50591e-13
1403 12.128363 112.841754 0.465315 83.865334 1.84449e-13
1404 -36.923364 371.575155 1.481074 95.674843 1.54937e-13
1405 21.531589 346.474480 1.383416 86.443938 1.56889e-13
1406 -9.567633 367.931085 1.461290 91.489576 1.54873e-13
1407 116.879862 376.602132 1.557889 72.758077 1.47432e-13
1408 13.734395 205.679275 0.838334 86.179701 1.75234e-13
1409 61.069207 234.062429 0.979557 75.376962 1.69386e-13
1410 -70.400413 327.044108 1.336066 102.148269 1.61527e-13
1411 -33.246195 353.569874 1.413256 95.371731 1.57454e-13
1412 63.375854 299.464702 1.228185 78.050777 1.61157e-13
1413 -2.141670 332.137308 1.327051 90.369446 1.59695e-13
1414 -48.563606 248.191642 1.022626 101.071175 1.71779e-13
1415 -43.465837 351.418613 1.409403 97.050920 1.57938e-13
1416 45.481154 156.836169 0.666976 73.828291 1.78662e-13
1417 -37.371601 195.055784 0.808361 100.846112 1.77876e-13
1418 17.510391 187.964384 0.769164 84.677799 1.77018e-13
1419 45.243229 360.883281 1.445171 82.854222 1.5382e-13
1420 -66.158475 281.509122 1.163324 103.225290 1.67635e-13
1421 -16.065079 347.842019 1.387420 92.644326 1.57903e-13
1422 75.918993 367.563928 1.488151 78.329873 1.51277e-13
1423 -62.463000 263.787663 1.093411 103.321852 1.69914e-13
1424 22.354651 114.984544 0.480151 78.998118 1.83739e-13
1425 56.417127 307.267254 1.252234 79.595845 1.60544e-13
1426 -90.831898 322.777020 1.338998 105.717004 1.62081e-13
1427 -80.115969 297.111495 1.234393 105.090856 1.65596e-13
1428 0.654879 370.107981 1.468889 89.898619 1.543e-13
1429 -21.841001 96.572614 0.406295 102.743707 1.86862e-13
1430 69.369258 347.384750 1.409950 78.707148 1.5444e-13
1431 -61.554226 208.523449 0.883078 106.446121 1.76553e-13
1432 -97.806821 330.652054 1.374693 106.478208 1.60974e-13
1433 31.501074 172.368239 0.714894 79.643231 1.77952e-13
1434 96.393801 372.036835 1.521272 75.474232 1.49415e-13
1435 -32.777606 325.669038 1.308812 95.747293 1.61344e-13
1436 5.689400 92.992915 0.382431 86.498951 1.86273e-13
1437 -19.647476 161.760052 0.665572 96.925258 1.81041e-13
1438 -76.866662 307.072394 1.267995 104.053551 1.64283e-13
1439 74.506467 246.173267 1.039423 73.161107 1.67082e-13
1440 -79.672438 269.434251 1.131667 106.473091 1.69193e-13
1441 -6.232761 173.802333 0.709642 92.053816 1.7941e-13
1442 51.389797 204.284264 0.856248 75.879651 1.73412e-13
1443 16.464775 67.524847 0.285604 76.296803 1.8757e-13
1444 55.158584 391.328727 1.561082 81.976897 1.4908e-13
1445 -11.809476 302.164984 1.214036 92.238145 1.64083e-13
1446 -20.177061 189.407359 0.775957 96.080635 1.78166e-13
1447 65.690320 365.329504 1.472883 79.806507 1.52163e-13
1448 -24.422027 234.725920 0.956363 95.939959 1.73051e-13
1449 -11.356818 274.459534 1.107409 92.369481 1.67732e-13
1450 31.750909 348.630495 1.394379 84.796243 1.56136e-13
1451 7.634607 362.224287 1.439960 88.792555 1.55161e-13
1452 -19.135899 134.118977 0.554614 98.120073 1.8367e-13
1453 17.861901 364.394844 1.449343 87.193723 1.54509e-13
1454 -60.182429 329.200347 1.336521 100.360067 1.61207e-13
1455 16.024572 270.905685 1.094562 86.614793 1.67271e-13
1456 37.942694 192.214481 0.797682 78.833506 1.75523e-13
1457 35.019068 358.698837 1.432896 84.423995 1.54609e-13
1458 64.298653 243.998587 1.020399 75.237004 1.68028e-13
1459 3.993606 175.936948 0.717940 88.699662 1.78854e-13
1460 -30.391311 187.276538 0.772952 99.217627 1.78606e-13
1461 -55.504744 255.993603 1.057895 102.233559 1.70867e-13
1462 -50.826381 183.008613 0.773786 105.521395 1.79339e-13
1463 21.283971 170.251296 0.700259 82.874136 1.7869e-13
1464 52.187883 353.004874 1.419637 81.590365 1.54589e-13
1465 93.983093 306.122121 1.281959 72.932898 1.58313e-13
1466 43.368937 267.385300 1.092625 80.787061 1.66404e-13
1467 -13.719624 209.247547 0.852470 93.751313 1.75787e-13
1468 -75.957165 251.728335 1.061774 106.790800 1.71441e-13
1469 6.228416 65.367678 0.269866 84.557129 1.88181e-13
1470 -26.125244 141.926056 0.590372 100.430045 1.83116e-13
1471 -26.669072 169.577917 0.700603 98.937552 1.8038e-13
1472 109.961837 384.520346 1.578350 74.040983 1.46809e-13
1473 29.918124 255.298007 1.038814 83.316050 1.68599e-13
1474 -40.079210 157.515349 0.663904 104.275764 1.81819e-13
1475 -73.136615 289.302612 1.198752 104.187305 1.66653e-13
1476 3.571571 27.827792 0.115419 82.686330 1.904e-13
1477 -84.338657 342.794850 1.405377 103.822093 1.59377e-13
1478 -22.026584 300.011136 1.208001 94.199077 1.64629e-13
1479 31.332174 376.662370 1.497887 85.244872 1.5224e-13
1480 -15.908749 144.039507 0.592818 96.302609 1.82665e-13
1481 50.852018 231.907348 0.961961 77.632083 1.70308e-13
1482 3.508457 203.544717 0.828148 89.012503 1.75864e-13
1483 48.532961 371.001062 1.483869 82.547103 1.52267e-13
1484 80.063707 321.722947 1.324755 76.025293 1.57193e-13
1485 -14.306389 61.138918 0.258084 103.170137 1.89138e-13
1486 -20.018440 394.073081 1.558834 92.908057 1.51386e-13
1487 -15.367582 116.409392 0.481297 97.520316 1.85137e-13
1488 2.119392 286.531589 1.153161 89.576207 1.65716e-13
1489 18.843801 308.587724 1.239883 86.505592 1.62159e-13
1490 -8.335616 108.598792 0.446691 94.389192 1.85581e-13
1491 -18.611842 106.493521 0.443388 99.913443 1.85994e-13
1492 -83.387843 287.171239 1.201163 106.192067 1.66882e-13
1493 29.052757 310.748714 1.251092 84.658785 1.61465e-13
1494 -52.228073 265.914280 1.093072 101.111985 1.69585e-13
1495 31.194626 405.118245 1.601544 85.596840 1.48184e-13
1496 11.069959 168.116966 0.687823 86.232697 1.79365e-13
1497 -5.360618 322.131034 1.289359 90.953377 1.61168e-13
1498 -23.026201 355.719534 1.418230 93.703665 1.56947e-13
1499 73.581094 301.681583 1.245078 76.293000 1.60252e-13
1500 -189.485780 302.997971 1.421601 122.020617 1.62083e-13
1501 -138.704658 264.012947 1.198090 117.716119 1.68863e-13
1502 -107.200858 136.945516 0.709642 128.053816 1.83097e-13
1503 -95.754493 189.931987 0.864400 116.755025 1.78337e-13
1504 -137.414649 347.506819 1.482124 111.575333 1.58033e-13
1505 -168.985580 298.456758 1.367800 119.518447 1.63526e-13
1506 -224.456141 264.222351 1.381720 130.347807 1.64792e-13
1507 -86.637320 132.593328 0.647207 123.160855 1.83957e-13
1508 -190.941905 219.800771 1.170925 130.980991 1.71624e-13
1509 -118.852163 231.863605 1.052477 117.139458 1.73223e-13
1510 -144.385582 339.687803 1.465158 113.028102 1.58912e-13
1511 -227.715284 274.248687 1.418230 129.703665 1.63477e-13
1512 -92.524992 180.011707 0.823468 117.202906 1.79425e-13
1513 -154.628901 341.989529 1.488151 114.329873 1.58334e-13
1514 -263.208122 207.742444 1.338998 141.717004 1.67737e-13
1515 -178.804962 328.673123 1.483869 118.547103 1.59241e-13
1516 -90.515317 114.915675 0.598346 128.226347 1.85279e-13
1517 -254.822995 299.258718 1.553252 130.414860 1.58847e-13
1518 -134.092031 161.220629 0.852470 129.751313 1.80066e-13
1519 -265.578264 273.494095 1.509885 134.158719 1.60955e-13
1520 -19.919543 44.459206 0.200330 114.134332 1.90204e-13
1521 -74.736413 213.151425 0.916498 109.321988 1.76027e-13
1522 -116.935921 343.014334 1.440309 108.824593 1.59033e-13
1523 -162.921429 250.747633 1.201144 123.013500 1.69576e-13
1524 -176.433388 262.958247 1.268439 123.859869 1.67546e-13
1525 -47.510666 41.053339 0.258084 139.170137 1.90393e-13
1526 -209.412841 159.005999 1.061774 142.790801 1.76059e-13
1527 -108.633642 229.656133 1.027139 115.315432 1.73706e-13
1528 -84.675068 67.481450 0.444072 141.447050 1.8848e-13
1529 -100.651854 292.903802 1.241990 108.964490 1.66007e-13
1530 -144.304750 163.422452 0.885439 131.445041 1.79447e-13
1531 -194.162002 229.767206 1.208001 130.199077 1.7038e-13
1532 -182.506865 310.777147 1.432896 120.423995 1.61383e-13
1533 -186.681738 265.203338 1.297479 125.142452 1.668e-13
1534 -148.066725 321.814393 1.409950 114.707148 1.61221e-13
1535 -139.884751 208.666980 1.016053 123.836841 1.75161e-13
1536 -258.568530 281.249850 1.512912 132.594043 1.60636e-13
1537 -217.453331 271.967289 1.387420 128.644326 1.64341e-13
1538 -100.743977 117.105355 0.631433 130.704916 1.84888e-13
1539 -268.847762 283.732534 1.545290 133.457005 1.59605e-13
1540 -152.688755 248.526217 1.172957 121.565603 1.70233e-13
1541 -52.166648 143.693512 0.624950 109.952977 1.83202e-13
1542 -89.860888 142.516241 0.687823 122.232696 1.83036e-13
1543 -279.591527 257.978840 1.506957 137.302302 1.61551e-13
1544 -144.788086 311.779039 1.370734 114.909838 1.62628e-13
1545 -135.264724 106.053825 0.701492 141.901906 1.84338e-13
1546 -147.320828 378.017977 1.599342 111.291813 1.53586e-13
1547 -226.845942 330.429899 1.581511 124.470284 1.56739e-13
1548 -141.104665 329.621450 1.426012 113.174845 1.60369e-13
1549 -130.453443 355.334487 1.499954 110.159629 1.57097e-13
1550 -192.357053 341.178859 1.548192 119.414356 1.5709e-13
1551 -293.202615 270.639138 1.575004 137.291605 1.5911e-13
1552 -146.270216 228.586310 1.094562 122.614793 1.72753e-13
1553 -194.737908 202.106486 1.130479 133.936258 1.73182e-13
1554 -224.004843 292.038787 1.461290 127.489576 1.61622e-13
1555 -178.149229 179.966451 1.023919 134.709261 1.76242e-13
1556 -160.305483 213.141099 1.076386 126.947180 1.73854e-13
1557 -136.682571 198.726422 0.976792 124.519907 1.7632e-13
1558 -143.100682 218.609825 1.055324 123.208518 1.73972e-13
1559 -110.408905 146.872340 0.749031 126.933423 1.82152e-13
1560 -248.278025 278.907606 1.481074 131.674843 1.61598e-13
1561 -269.721165 227.753840 1.405377 139.822093 1.65367e-13
1562 -120.637935 325.160720 1.382201 110.355366 1.61434e-13
1563 -202.389540 166.747973 1.059030 140.515020 1.75925e-13
1564 -215.803348 178.899304 1.129145 140.341531 1.73964e-13
1565 -164.125588 195.419884 1.031608 130.025598 1.75504e-13
1566 -79.060138 167.884755 0.756334 115.216642 1.8083e-13
1567 -88.172418 225.256062 0.979557 111.376962 1.74534e-13
1568 -192.753409 313.083028 1.459830 121.619040 1.60656e-13
1569 -93.723670 124.842921 0.638015 126.896758 1.84437e-13
1570 -98.124476 79.615959 0.517636 140.944914 1.87426e-13
1571 -145.698490 256.278766 1.184928 119.618908 1.69557e-13
1572 -185.770065 320.864490 1.471307 120.069440 1.59981e-13
1573 -106.573861 164.544907 0.798159 122.930670 1.80641e-13
1574 -280.013356 230.028839 1.440247 140.597156 1.64267e-13
1575 -110.975315 119.318134 0.665572 132.925259 1.84354e-13
1576 -80.856359 85.144339 0.481297 133.520316 1.87545e-13
1577 -196.958059 267.445885 1.327051 126.369446 1.66004e-13
1578 -147.655049 349.812517 1.504276 112.884495 1.57472e-13
1579 -133.732161 365.488352 1.539109 110.097569 1.55644e-13
1580 -53.919212 60.910843 0.334107 131.515746 1.89397e-13
1581 -224.943742 236.463254 1.305224 133.569848 1.67771e-13
1582 -236.257201 183.312268 1.201163 142.192067 1.72075e-13
1583 -103.900148 302.899874 1.281959 108.932898 1.64648e-13
1584 -187.734804 209.843935 1.133975 131.817092 1.72808e-13
1585 -42.493394 113.924363 0.498260 110.455342 1.85765e-13
1586 -61.839434 173.461342 0.750677 109.621287 1.80345e-13
1587 -130.264370 178.866672 0.898327 126.064966 1.78556e-13
1588 -201.168127 222.026019 1.203360 132.178357 1.70787e-13
1589 -104.317286 275.073154 1.182584 110.768466 1.68251e-13
1590 -94.125855 272.820943 1.161103 109.034928 1.68664e-13
1591 -113.014503 184.390149 0.878523 121.504535 1.78538e-13
1592 -188.348582 182.204472 1.058342 135.949930 1.75453e-13
1593 -122.078929 241.810873 1.092625 116.787061 1.7199e-13
1594 -251.556756 289.005471 1.516974 131.037032 1.60235e-13
1595 -171.132692 187.689566 1.026913 132.358116 1.7588e-13
1596 -110.412229 322.939442 1.361481 108.875436 1.61877e-13
1597 -66.164551 128.195037 0.590179 117.299350 1.84584e-13
1598 -121.503045 269.540231 1.188230 114.264846 1.68612e-13
1599 -195.373545 174.478305 1.057895 138.233559 1.75715e-13
1600 -79.627209 140.324048 0.659104 119.572845 1.83394e-13
1601 -131.725366 271.759170 1.212527 115.860099 1.68109e-13
1602 -231.003811 284.280750 1.454799 129.096979 1.6209e-13
1603 -60.292745 80.781720 0.413598 126.736416 1.88134e-13
1604 -50.057042 78.576994 0.382431 122.498950 1.88391e-13
1605 -169.936512 243.015709 1.191600 124.964401 1.70165e-13
1606 -210.019711 307.578913 1.477517 124.325875 1.60509e-13
1607 -69.973140 110.549079 0.535786 122.332172 1.85971e-13
1608 -210.466201 279.726345 1.394334 126.957816 1.63854e-13
1609 -88.732044 197.651365 0.880054 114.176843 1.77638e-13
1610 -154.253736 370.127560 1.582171 112.624339 1.54473e-13
1611 -239.452936 193.277264 1.234393 141.090856 1.70948e-13
1612 -219.871444 338.250869 1.591068 123.024865 1.56141e-13
1613 -205.584126 176.693872 1.093411 139.321852 1.7485e-13
1614 -102.191954 209.783910 0.945967 115.972084 1.76084e-13
1615 -131.471398 123.714774 0.736156 136.741023 1.83253e-13
1616 -214.677786 234.225108 1.272464 132.506650 1.68683e-13
1617 -157.904694 352.128780 1.527111 114.152839 1.56851e-13
1618 -208.180667 214.296826 1.200147 134.170593 1.71147e-13
1619 -153.920814 193.214749 0.999671 128.541906 1.76191e-13
1620 -68.829541 165.707803 0.731776 112.556382 1.81098e-13
1621 -134.556342 309.554950 1.347357 113.493465 1.63177e-13
1622 -238.010194 276.531754 1.449424 130.718497 1.62524e-13
1623 -113.671010 332.967512 1.400965 108.849273 1.60452e-13
1624 -141.104228 153.493037 0.847702 132.591938 1.80445e-13
1625 -81.727394 205.396798 0.897479 111.697611 1.76847e-13
1626 -86.081752 160.167336 0.741389 118.255756 1.81469e-13
1627 -33.383263 56.544534 0.269866 120.557129 1.8968e-13
1628 -111.850708 239.603567 1.067556 115.023905 1.72469e-13
1629 -181.983414 162.304991 0.987197 138.271284 1.77583e-13
1630 -228.204953 246.460030 1.341156 132.797555 1.66503e-13
1631 -148.109547 145.758807 0.844951 135.458316 1.80784e-13
1632 -134.140719 337.437544 1.442996 111.679184 1.59452e-13
1633 -272.592233 265.743195 1.507931 135.728913 1.61272e-13
1634 -227.273240 302.195641 1.498468 126.945844 1.60218e-13
1635 -71.511852 203.227962 0.875252 109.385950 1.77163e-13
1636 -141.510123 301.758188 1.331377 115.124326 1.64022e-13
1637 -158.310824 324.066324 1.433876 116.036141 1.6059e-13
1638 -170.511126 215.367057 1.107409 128.369481 1.73152e-13
1639 -59.711096 108.351494 0.506890 118.858586 1.86237e-13
1640 -273.479782 210.013724 1.374693 142.478208 1.66721e-13
1641 -50.618702 51.012860 0.295281 134.777791 1.89933e-13
1642 -147.514974 173.348758 0.923383 130.396860 1.78416e-13
1643 -43.601994 58.733360 0.300540 126.589154 1.89559e-13
1644 -120.207560 353.081741 1.479517 108.801270 1.57604e-13
1645 -87.295421 104.992056 0.558929 129.741757 1.8611e-13
1646 -66.729361 100.632253 0.494825 123.548403 1.86774e-13
1647 -229.216573 191.062105 1.198752 140.187305 1.71929e-13
1648 -127.170933 345.255488 1.460832 110.220701 1.58524e-13
1649 -105.995722 192.122084 0.891004 118.885972 1.77905e-13
1650 -101.337445 89.541451 0.553609 138.536285 1.86726e-13
1651 -134.665474 133.646338 0.772952 135.217627 1.82401e-13
1652 -143.708271 191.006926 0.968301 126.956780 1.76853e-13
1653 -150.942195 359.964230 1.543297 112.749549 1.55996e-13
1654 -154.521456 165.614236 0.918992 133.015481 1.78785e-13
1655 -83.420773 122.667997 0.606683 124.217789 1.84826e-13
1656 -125.856132 224.125858 1.038814 119.316050 1.73932e-13
1657 -247.825603 307.045275 1.558834 128.908057 1.58373e-13
1658 -165.341861 140.235454 0.880643 139.696904 1.80342e-13
1659 -29.594712 74.230190 0.328234 111.736594 1.88581e-13
1660 -97.856426 255.089452 1.101679 110.987619 1.70856e-13
1661 -222.825836 171.146604 1.131667 142.473091 1.74102e-13
1662 -168.554682 150.162036 0.915976 138.302787 1.79398e-13
1663 -159.149337 268.477773 1.251092 120.658785 1.67612e-13
1664 -184.524197 199.887479 1.097113 132.711352 1.73984e-13
1665 -155.923276 258.495612 1.212067 121.098172 1.68937e-13
