# fiber x(mm) y(mm) theta(deg) phi(deg) illumination_fraction
72 335.978366 14.242387 1.342636 2.427360 1.58606e-13
73 220.658512 32.381894 0.905236 8.348631 1.72632e-13
74 336.286356 104.678001 1.402331 17.290132 1.53614e-13
75 194.898844 113.902408 0.915976 30.302787 1.69551e-13
76 137.339138 68.689548 0.627730 26.571719 1.78787e-13
77 74.527392 14.272508 0.311734 10.841273 1.87206e-13
78 383.689605 41.362510 1.527111 6.152839 1.50816e-13
79 373.034328 41.380248 1.488151 6.329873 1.52307e-13
80 357.201323 68.490199 1.445171 10.854222 1.5314e-13
81 267.700270 41.380291 1.092625 8.787061 1.66464e-13
82 330.835499 77.523581 1.355863 13.187986 1.56178e-13
83 64.158152 32.377406 0.295281 26.777791 1.868e-13
84 184.334385 77.696444 0.814081 22.855291 1.73671e-13
85 241.537602 32.355605 0.986605 7.629739 1.7016e-13
86 294.117748 86.496462 1.230001 16.387970 1.60369e-13
87 352.079722 95.616522 1.449343 15.193722 1.52148e-13
88 100.777069 59.656131 0.480041 30.623893 1.82385e-13
89 278.520957 113.657066 1.208001 22.199078 1.60254e-13
90 38.004014 5.204683 0.157773 7.798196 1.89822e-13
91 85.096773 50.614605 0.406295 30.743707 1.84175e-13
92 352.595849 149.937090 1.516974 23.037032 1.48022e-13
93 178.992444 50.546475 0.758029 15.769386 1.76147e-13
94 294.026878 68.412310 1.212067 13.098172 1.61577e-13
95 346.620147 68.497571 1.406518 11.178514 1.54594e-13
96 168.778270 104.886384 0.808801 31.858671 1.72901e-13
97 383.921975 77.512364 1.548192 11.414356 1.48947e-13
98 331.193894 131.822600 1.418230 21.703665 1.52235e-13
99 205.198841 77.684301 0.890963 20.735694 1.71495e-13
100 336.770563 158.998868 1.477427 25.273316 1.49242e-13
101 394.673507 77.499191 1.586630 11.109412 1.47427e-13
102 121.641409 59.644364 0.554614 26.120073 1.80799e-13
103 325.456218 50.357295 1.316425 8.795532 1.5844e-13
104 200.076796 104.841370 0.916528 27.654792 1.69831e-13
105 341.506658 95.632099 1.411445 15.643839 1.5357e-13
106 231.386295 104.757596 1.026913 24.358116 1.6648e-13
107 173.902048 77.719618 0.775957 24.080635 1.74689e-13
108 58.873299 5.206796 0.242959 5.054129 1.8864e-13
109 257.517079 95.613637 1.107409 20.369481 1.64206e-13
110 342.506656 186.149387 1.541442 28.523695 1.46068e-13
111 299.307420 77.437331 1.239883 14.505592 1.60306e-13
112 378.453595 68.508779 1.522310 10.260734 1.50211e-13
113 383.742177 59.465145 1.535944 8.808562 1.49953e-13
114 231.322294 86.680752 0.999671 20.541906 1.67931e-13
115 236.760146 131.843881 1.093072 29.111985 1.63505e-13
116 284.244821 195.196919 1.374693 34.478208 1.51906e-13
117 325.633216 86.575540 1.345141 14.888701 1.56288e-13
118 194.531772 23.311895 0.797682 6.833506 1.76005e-13
119 341.979025 149.939243 1.481074 23.674843 1.49358e-13
120 257.303911 59.479234 1.066251 13.016055 1.66741e-13
121 225.965838 59.533125 0.947250 14.759789 1.70447e-13
122 95.459464 32.378884 0.413598 18.736416 1.84723e-13
123 293.894499 32.263751 1.188230 6.264846 1.6355e-13
124 236.405731 59.516201 0.986948 14.130815 1.69252e-13
125 278.082781 5.212406 1.120709 1.073831 1.66729e-13
126 362.399036 41.385722 1.449054 6.514915 1.53781e-13
127 273.494589 158.945375 1.267161 30.163638 1.56806e-13
128 132.171579 77.754533 0.626873 30.467653 1.78478e-13
129 246.954232 77.602250 1.045891 17.444668 1.66763e-13
130 341.295822 59.441649 1.380759 9.879796 1.5581e-13
131 374.095636 149.860278 1.589485 21.830718 1.45226e-13
132 315.019174 68.438371 1.290086 12.257122 1.58825e-13
133 257.671136 131.785037 1.164237 27.087321 1.61161e-13
134 320.425345 95.623807 1.335516 16.616562 1.56341e-13
135 247.211931 131.811551 1.128538 28.066205 1.62348e-13
136 142.505412 59.625671 0.631433 22.704916 1.79027e-13
137 215.631046 77.669494 0.929589 19.808830 1.70355e-13
138 383.563978 5.216483 1.518620 0.779176 1.5222e-13
139 341.378874 77.535838 1.394379 12.796243 1.54757e-13
140 210.166201 14.252708 0.856248 3.879651 1.74695e-13
141 105.830569 14.270343 0.438012 7.679524 1.84883e-13
142 205.415291 131.979811 0.988428 32.720841 1.66764e-13
143 64.093043 14.276148 0.269866 12.557129 1.87859e-13
144 304.400235 14.220654 1.222970 2.674740 1.62909e-13
145 74.591607 32.457732 0.334107 23.515746 1.8616e-13
146 379.093519 122.691367 1.572956 17.933866 1.46658e-13
147 335.998352 50.375147 1.355700 8.526662 1.57012e-13
148 315.114397 86.542839 1.306800 15.357043 1.5765e-13
149 289.282506 168.016959 1.336066 30.148269 1.54105e-13
150 179.151674 86.753004 0.810145 25.838277 1.73465e-13
151 304.793679 122.762354 1.313624 21.938195 1.56281e-13
152 241.680856 68.556661 1.016053 15.836841 1.68023e-13
153 241.478021 14.249001 0.979557 3.376962 1.70992e-13
154 299.163706 41.300066 1.212527 7.860099 1.62413e-13
155 278.449012 95.574586 1.183374 18.944224 1.6165e-13
156 100.633241 23.318847 0.423789 13.046387 1.84845e-13
157 288.820661 77.462207 1.201144 15.013500 1.61657e-13
158 184.465287 113.914316 0.880643 31.696904 1.70569e-13
159 320.306873 77.490545 1.317249 13.600027 1.5756e-13
160 278.196439 41.326823 1.132756 8.449647 1.65134e-13
161 247.347817 168.047345 1.201163 34.192067 1.58776e-13
162 357.424590 104.693503 1.477517 16.325875 1.50835e-13
163 178.866984 14.254256 0.731776 4.556382 1.78119e-13
164 247.125402 113.724312 1.097113 24.711352 1.63943e-13
165 220.883125 86.707962 0.961470 21.432555 1.6908e-13
166 304.517385 68.395820 1.251092 12.658785 1.60211e-13
167 288.923442 95.552025 1.221371 18.299952 1.60375e-13
168 43.224786 14.274257 0.187199 18.274935 1.89065e-13
169 121.479689 5.209055 0.498260 2.455342 1.84015e-13
170 231.035957 14.263224 0.938585 3.532726 1.72262e-13
171 351.818810 41.373707 1.409950 6.707148 1.55278e-13
172 215.690795 95.761026 0.956363 23.939959 1.68944e-13
173 315.588554 158.990489 1.406712 26.738528 1.51847e-13
174 163.369812 59.635583 0.709642 20.053816 1.77088e-13
175 299.821362 168.021192 1.370484 29.266459 1.52893e-13
176 278.610160 131.796560 1.236253 25.316494 1.58719e-13
177 210.449100 86.727365 0.923383 22.396859 1.70243e-13
178 231.157741 50.471756 0.958763 12.316850 1.70412e-13
179 363.356590 149.875040 1.553252 22.414860 1.46657e-13
180 357.080045 14.256796 1.421584 2.286380 1.55663e-13
181 357.092367 32.339882 1.426012 5.174845 1.54949e-13
182 272.843784 14.240016 1.101679 2.987619 1.67061e-13
183 69.332502 23.318355 0.300540 18.589154 1.87051e-13
184 251.985603 32.349085 1.027139 7.315432 1.68894e-13
185 268.139757 131.770219 1.200147 26.170593 1.5996e-13
186 262.440304 32.334770 1.067556 7.023905 1.67594e-13
187 215.766607 113.854688 0.987657 27.819499 1.67406e-13
188 368.852806 158.925804 1.584533 23.309524 1.45172e-13
189 205.258254 95.781025 0.918992 25.015481 1.70067e-13
190 314.926656 14.238621 1.263059 2.588722 1.6151e-13
191 351.797196 5.214935 1.400965 0.849273 1.56728e-13
192 241.866062 104.704763 1.064180 23.407975 1.65302e-13
193 53.658812 14.277022 0.228279 14.899517 1.8851e-13
194 158.345319 104.891532 0.773786 33.521395 1.73834e-13
195 336.408969 122.773755 1.424369 20.049750 1.52262e-13
196 126.829148 50.578549 0.558929 21.741757 1.81025e-13
197 111.045587 5.208813 0.455853 2.685603 1.84885e-13
198 236.271132 23.300168 0.961961 5.632083 1.71233e-13
199 288.758900 59.373004 1.184928 11.618908 1.62783e-13
200 168.636431 68.684063 0.742403 22.160614 1.75918e-13
201 272.997928 50.375718 1.118680 10.455058 1.65313e-13
202 362.471783 59.455235 1.458549 9.315117 1.52881e-13
203 184.234592 59.584817 0.788536 17.922150 1.7501e-13
204 346.722521 86.580163 1.421601 14.020617 1.53471e-13
205 179.211151 104.877439 0.844318 30.336903 1.71904e-13
206 299.955197 186.140264 1.405377 31.822093 1.51078e-13
207 378.789730 104.651540 1.552988 15.444343 1.47976e-13
208 357.323733 86.571409 1.459830 13.619040 1.52037e-13
209 363.048798 131.819374 1.528309 19.955451 1.48115e-13
210 330.717751 23.272748 1.324755 4.025293 1.58954e-13
211 215.473439 41.438934 0.891004 10.885972 1.72738e-13
212 284.083871 177.069072 1.336871 31.935228 1.53786e-13
213 90.199639 23.325450 0.382431 14.498950 1.85621e-13
214 178.928913 32.374183 0.741389 10.255756 1.77219e-13
215 246.716093 23.292832 1.002739 5.393393 1.69945e-13
216 194.608464 41.426105 0.809816 12.017125 1.75052e-13
217 367.655461 14.256931 1.460832 2.220701 1.5415e-13
218 358.417902 177.071170 1.577758 26.291007 1.44936e-13
219 293.845930 14.209355 1.182584 2.768466 1.64326e-13
220 179.296283 122.978837 0.883078 34.446121 1.70184e-13
221 126.906556 68.704146 0.590372 28.430045 1.79635e-13
222 309.733006 59.367182 1.263526 10.850406 1.60048e-13
223 262.598482 68.474187 1.094562 14.614793 1.65529e-13
224 372.962087 23.303585 1.482124 3.575333 1.53067e-13
225 215.531005 59.547865 0.907542 15.444648 1.71636e-13
226 246.697720 5.211611 0.998587 1.210222 1.70701e-13
227 194.982061 132.008171 0.954289 34.099071 1.67795e-13
228 69.307842 5.207393 0.285604 4.296802 1.87973e-13
229 330.702371 5.214085 1.321766 0.903291 1.59651e-13
230 283.545898 68.416811 1.172957 13.565603 1.62907e-13
231 273.323662 122.712445 1.203360 24.178357 1.60137e-13
232 210.597187 122.921512 0.987197 30.271284 1.6712e-13
233 325.991293 140.878110 1.413256 23.371731 1.52169e-13
234 199.856776 50.496206 0.838334 14.179701 1.73961e-13
235 257.167155 23.289043 1.043394 5.174588 1.68666e-13
236 299.706358 149.921932 1.338240 26.575565 1.54595e-13
237 204.964555 23.306153 0.838922 6.487138 1.74875e-13
238 346.528282 32.325811 1.386747 5.329400 1.56422e-13
239 399.679254 32.328315 1.582171 4.624339 1.48897e-13
240 137.195056 32.373419 0.576829 13.277011 1.81292e-13
241 331.073196 113.725058 1.394334 18.957816 1.53645e-13
242 174.031718 113.936997 0.845778 33.212407 1.71546e-13
243 352.924202 168.011241 1.545290 25.457005 1.46442e-13
244 267.870733 77.489189 1.123500 16.134009 1.64262e-13
245 394.287775 5.217104 1.557889 0.758077 1.50674e-13
246 351.807026 23.295645 1.403734 3.788430 1.5606e-13
247 158.000134 14.254764 0.648226 5.155265 1.8025e-13
248 205.332044 113.883651 0.951668 29.014137 1.68488e-13
249 168.719140 86.775487 0.772952 27.217627 1.74474e-13
250 231.627063 159.032754 1.131667 34.473091 1.61348e-13
251 173.666304 23.305414 0.714894 7.643231 1.78218e-13
252 330.955321 95.634302 1.373499 16.117411 1.54962e-13
253 288.998462 113.688584 1.245196 21.474091 1.58984e-13
254 310.497720 186.166629 1.438945 30.945843 1.49853e-13
255 310.249697 149.929685 1.373806 25.792383 1.53315e-13
256 367.909376 86.596405 1.497887 13.244872 1.50598e-13
257 220.720912 50.482957 0.918655 12.883010 1.71622e-13
258 299.600823 131.810623 1.308812 23.747293 1.56181e-13
259 168.495714 32.368285 0.700259 10.874136 1.7829e-13
260 236.507578 77.623804 1.007072 18.170277 1.67995e-13
261 105.963067 50.587919 0.481297 25.520316 1.82694e-13
262 189.360313 32.374957 0.782461 9.702060 1.7613e-13
263 346.525394 14.253306 1.382201 2.355366 1.57158e-13
264 325.443930 14.243568 1.302915 2.506041 1.60064e-13
265 331.567860 168.060587 1.474877 26.878916 1.49074e-13
266 48.438695 5.205960 0.200330 6.134330 1.89253e-13
267 325.533078 68.451994 1.328967 11.874958 1.5744e-13
268 184.175760 41.430817 0.769164 12.677799 1.7618e-13
269 268.417696 186.130288 1.306255 34.738802 1.5461e-13
270 373.108778 59.448807 1.497342 9.053051 1.51422e-13
271 231.095405 32.363531 0.945967 7.972084 1.71423e-13
272 163.528095 95.828966 0.772199 30.370695 1.74191e-13
273 236.830251 149.958255 1.129145 32.341531 1.61742e-13
274 378.319393 32.330284 1.504276 4.884495 1.5197e-13
275 283.473831 50.341669 1.158437 10.070080 1.63984e-13
276 268.047249 113.674369 1.170925 22.980991 1.61519e-13
277 320.787279 149.932791 1.409403 25.050920 1.52019e-13
278 299.413150 95.592344 1.259462 17.706498 1.5904e-13
279 163.309541 41.422843 0.687823 14.232697 1.78301e-13
280 367.748431 50.417819 1.472883 7.806507 1.52615e-13
281 152.799882 23.308432 0.631799 8.673165 1.80299e-13
282 142.662280 95.871963 0.701492 33.901906 1.76026e-13
283 147.566486 14.259722 0.606311 5.519498 1.81234e-13
284 283.634944 86.523243 1.191600 16.964401 1.61685e-13
285 173.742763 41.433427 0.728494 13.413125 1.77241e-13
286 309.662375 41.294927 1.252234 7.595845 1.61016e-13
287 252.542677 158.956478 1.198752 32.187305 1.59127e-13
288 399.680658 14.243400 1.578350 2.040983 1.49588e-13
289 305.299312 195.225706 1.440247 32.597156 1.49538e-13
290 294.765433 195.201396 1.407325 33.513570 1.50746e-13
291 357.126124 50.420539 1.433876 8.036141 1.54107e-13
292 225.813873 5.211140 0.916498 1.321988 1.73234e-13
293 184.080975 5.210294 0.750677 1.621287 1.77949e-13
294 325.466827 32.289663 1.307868 5.665791 1.59317e-13
295 48.466216 23.330094 0.221151 25.704683 1.88268e-13
296 111.209217 59.656204 0.516981 28.210541 1.81612e-13
297 194.513974 5.210498 0.792339 1.534430 1.76815e-13
298 267.624748 23.278888 1.083916 4.971264 1.67344e-13
299 215.397328 23.311558 0.880054 6.176843 1.73678e-13
300 221.128554 140.955933 1.059030 32.515020 1.64274e-13
301 194.766647 77.709186 0.852470 21.751313 1.7258e-13
302 262.855487 122.725095 1.166845 25.027489 1.61372e-13
303 299.137702 5.213015 1.201738 0.998381 1.63956e-13
304 163.214510 5.209894 0.666976 1.828291 1.80115e-13
305 394.313050 23.274041 1.560361 3.377923 1.50039e-13
306 189.424640 50.510592 0.798159 14.930670 1.75079e-13
307 315.219539 104.672922 1.327051 18.369446 1.56359e-13
308 335.984449 32.312946 1.347357 5.493465 1.57863e-13
309 257.242731 41.385329 1.052477 9.139458 1.67784e-13
310 220.945309 104.793118 0.989907 25.374723 1.67625e-13
311 304.708296 104.642215 1.289359 18.953377 1.57689e-13
312 310.110685 131.819697 1.345212 23.029037 1.54881e-13
313 320.188070 41.294816 1.291876 7.348899 1.5961e-13
314 252.392014 122.752417 1.130479 25.936258 1.62565e-13
315 346.966695 122.796318 1.461290 19.489576 1.50889e-13
316 58.899186 23.329242 0.260383 21.607908 1.87681e-13
317 384.073382 95.605056 1.563260 13.978201 1.47822e-13
318 106.041407 68.719238 0.517636 32.944914 1.81249e-13
319 278.910588 186.129853 1.338998 33.717004 1.5345e-13
320 326.141050 159.021171 1.441962 25.993124 1.50546e-13
321 405.065588 5.217758 1.597124 0.738001 1.49109e-13
322 111.066756 23.335261 0.465315 11.865334 1.84014e-13
323 121.575312 41.456880 0.526113 18.829249 1.82103e-13
324 309.671203 5.213349 1.241990 0.964490 1.62539e-13
325 268.208122 149.896027 1.232597 29.199931 1.58284e-13
326 289.100400 131.791168 1.272464 24.506650 1.57476e-13
327 200.016608 86.741658 0.885439 23.445041 1.71334e-13
328 189.501459 68.628606 0.820075 19.908029 1.7382e-13
329 358.136213 158.941916 1.548751 23.931791 1.4657e-13
330 325.742560 104.681288 1.364698 17.815433 1.55019e-13
331 305.046577 158.982729 1.371602 27.527411 1.53125e-13
332 314.943770 50.321357 1.277080 9.077922 1.59867e-13
333 210.674646 141.002898 1.025003 33.794087 1.65341e-13
334 247.286992 149.911551 1.163324 31.225290 1.60612e-13
335 210.288854 50.503490 0.878523 13.504535 1.72793e-13
336 378.643983 86.561108 1.536274 12.877002 1.49148e-13
337 362.373936 23.301469 1.442996 3.679184 1.54547e-13
338 189.300177 14.258904 0.773391 4.307630 1.77007e-13
339 53.725649 32.499149 0.258084 31.170137 1.87392e-13
340 351.964353 77.538923 1.432896 12.423995 1.5331e-13
341 389.046249 50.422969 1.550501 7.384747 1.49648e-13
342 373.366695 95.604559 1.525276 14.362604 1.4929e-13
343 246.791860 41.402145 1.012237 9.523339 1.6905e-13
344 262.696929 86.553350 1.114740 18.236011 1.64252e-13
345 90.176886 5.208227 0.370829 3.305484 1.86512e-13
346 399.975916 68.448417 1.599632 9.711034 1.47191e-13
347 293.953331 50.331481 1.198090 9.716119 1.6263e-13
348 352.195976 113.746829 1.468889 17.898619 1.50874e-13
349 384.356760 113.634857 1.581511 16.470284 1.46584e-13
350 294.614628 177.071925 1.370638 31.007086 1.5261e-13
351 147.771547 68.672466 0.665572 24.925259 1.77863e-13
352 273.592825 177.061423 1.303422 32.909785 1.54979e-13
353 116.396144 50.590463 0.519886 23.491711 1.81904e-13
354 341.751163 131.850097 1.454799 21.096979 1.50852e-13
355 331.750990 186.187498 1.506957 29.302302 1.47358e-13
356 351.854528 59.450879 1.419637 9.590365 1.54367e-13
357 383.615379 23.289752 1.521272 3.474232 1.51576e-13
358 267.605889 5.212127 1.080116 1.115802 1.68075e-13
359 336.972430 177.131456 1.507931 27.728913 1.47588e-13
360 310.003247 113.715769 1.319721 20.144109 1.56329e-13
361 267.978846 95.588992 1.145366 19.631495 1.62942e-13
362 199.933813 68.640795 0.859182 18.948248 1.72721e-13
363 241.767169 86.659229 1.037972 19.719753 1.66721e-13
364 347.386572 159.002302 1.512912 24.594043 1.47913e-13
365 179.069123 68.652369 0.781145 20.976061 1.74888e-13
366 363.631303 167.997070 1.580637 24.796860 1.45085e-13
367 137.262073 50.574285 0.598346 20.226347 1.80136e-13
368 273.415056 140.850850 1.233779 27.255439 1.58531e-13
369 168.560073 50.569362 0.717940 16.699662 1.7721e-13
370 273.068302 68.438298 1.133778 14.070051 1.64223e-13
371 132.073638 59.640775 0.592818 24.302609 1.7993e-13
372 27.569479 5.202495 0.115419 10.686330 1.90335e-13
373 100.611311 5.208541 0.413372 2.963496 1.85729e-13
374 347.712373 177.078781 1.542842 26.988288 1.46277e-13
375 278.271954 59.390638 1.145451 12.047686 1.64122e-13
376 315.317109 122.770950 1.350517 21.273803 1.54969e-13
377 231.237295 68.583008 0.976792 16.519907 1.69246e-13
378 241.599943 50.459509 0.998823 11.796967 1.69179e-13
379 220.599117 14.256269 0.897479 3.697611 1.73477e-13
380 242.026602 140.871581 1.128081 30.201545 1.62065e-13
381 373.181445 77.555365 1.509636 11.740215 1.50413e-13
382 362.869345 113.708873 1.506373 17.398924 1.49475e-13
383 367.679897 32.349544 1.465158 5.028101 1.53435e-13
384 225.831725 23.317913 0.921069 5.895098 1.72465e-13
385 194.825748 95.794651 0.881827 26.183069 1.71137e-13
386 262.944752 140.825704 1.198283 28.172231 1.59733e-13
387 142.366696 23.311783 0.590179 9.299350 1.81299e-13
388 252.048042 50.437595 1.038814 11.316050 1.67921e-13
389 331.340919 149.963721 1.445132 24.351338 1.507e-13
390 226.312475 131.894522 1.057895 30.233559 1.64611e-13
391 362.566372 77.525251 1.471307 12.069441 1.51877e-13
392 210.366218 68.615936 0.898327 18.064966 1.71598e-13
393 199.793101 32.369820 0.823468 9.202906 1.74999e-13
394 304.609069 86.539557 1.268439 15.859869 1.59013e-13
395 69.407224 41.646573 0.332453 30.965115 1.85839e-13
396 231.574847 140.920714 1.093411 31.321852 1.63182e-13
397 342.176538 168.065615 1.509885 26.158719 1.4776e-13
398 252.326627 104.673174 1.101528 22.530241 1.64099e-13
399 278.697634 149.897193 1.267633 28.273533 1.57074e-13
400 379.336172 140.793886 1.595391 20.362842 1.45264e-13
401 330.718124 41.335716 1.331377 7.124326 1.58168e-13
402 163.469596 77.750846 0.738121 25.437106 1.7571e-13
403 204.946852 5.210705 0.833866 1.456412 1.75651e-13
404 121.738806 77.768606 0.590971 32.571061 1.79316e-13
405 158.127562 50.542803 0.677883 17.725601 1.78225e-13
406 405.147057 41.318567 1.604920 5.823127 1.47741e-13
407 283.980852 158.955452 1.301726 29.237486 1.55592e-13
408 310.384786 168.045278 1.405147 28.431536 1.51634e-13
409 132.009001 41.428745 0.566280 17.423564 1.81198e-13
410 84.961816 14.271376 0.353761 9.535187 1.86462e-13
411 153.036987 77.766253 0.700603 26.937552 1.76654e-13
412 320.240086 59.399427 1.302714 10.508032 1.58651e-13
413 257.586687 113.701067 1.133975 23.817092 1.62744e-13
414 205.098637 59.573436 0.867853 16.196593 1.72788e-13
415 309.799106 77.477283 1.278604 14.041031 1.58946e-13
416 105.893527 32.396373 0.454104 17.010625 1.83908e-13
417 304.441175 50.325901 1.237633 9.386443 1.61247e-13
418 215.379655 5.210919 0.875252 1.385950 1.74454e-13
419 288.554624 5.212700 1.161103 1.034928 1.65371e-13
420 142.604325 77.737991 0.663430 28.596156 1.77608e-13
421 352.404159 131.819160 1.491577 20.508650 1.49509e-13
422 90.273848 41.472258 0.407653 24.674287 1.84485e-13
423 304.392072 32.265663 1.228185 6.050777 1.62139e-13
424 121.500138 23.306174 0.506890 10.858586 1.83159e-13
425 153.095148 95.857848 0.736563 32.052020 1.75121e-13
426 168.433637 14.254219 0.690052 4.837307 1.79203e-13
427 273.162663 86.527468 1.153161 17.576207 1.6297e-13
428 341.261466 41.356631 1.370734 6.909838 1.56736e-13
429 341.249164 23.282851 1.364296 3.903145 1.57532e-13
430 226.127633 95.732558 0.993905 22.945676 1.67802e-13
431 152.876153 41.423396 0.647207 15.160855 1.79294e-13
432 320.651151 131.821279 1.381720 22.347807 1.53574e-13
433 283.317799 14.242188 1.142121 2.877796 1.65711e-13
434 320.925586 168.069113 1.439835 27.641105 1.50357e-13
435 341.631808 113.721175 1.431625 18.411385 1.5225e-13
436 262.786891 104.641713 1.138954 21.712442 1.62877e-13
437 289.591174 204.271611 1.410486 35.198350 1.50347e-13
438 272.901227 32.331812 1.107856 6.756589 1.66258e-13
439 257.745249 149.883717 1.197807 30.178808 1.59459e-13
440 347.186481 140.877365 1.485780 22.085768 1.49456e-13
441 210.225819 32.375723 0.864400 8.755025 1.73836e-13
442 372.946869 5.215925 1.479517 0.801270 1.5373e-13
443 252.631096 177.091279 1.237427 35.029981 1.57247e-13
444 126.761311 32.386867 0.535786 14.332172 1.82203e-13
445 252.130841 68.542685 1.055324 15.208518 1.6679e-13
446 353.204539 186.144020 1.575869 27.789894 1.44742e-13
447 394.527267 59.422453 1.574864 8.565327 1.48406e-13
448 205.041011 41.432453 0.850439 11.423878 1.73918e-13
449 131.913622 5.209278 0.540584 2.261439 1.83096e-13
450 278.090661 23.276350 1.124310 4.784538 1.65991e-13
451 116.473973 68.707808 0.553609 30.536286 1.805e-13
452 152.937804 59.609147 0.670382 21.293882 1.78075e-13
453 368.111242 104.654859 1.515312 15.870571 1.49403e-13
454 95.529981 50.609221 0.443388 27.913443 1.83479e-13
455 199.733238 14.257720 0.814884 4.083065 1.7585e-13
456 236.673163 113.758768 1.060431 25.671623 1.65136e-13
457 330.759284 59.412071 1.341780 10.183066 1.5724e-13
458 357.813623 140.874800 1.522099 21.490056 1.48103e-13
459 294.208598 104.643273 1.251703 19.579310 1.59032e-13
460 226.209405 113.817293 1.023919 26.709261 1.66267e-13
461 158.203960 68.700028 0.703873 23.472883 1.76912e-13
462 278.776348 168.005308 1.301901 31.075380 1.55309e-13
463 309.911193 95.592545 1.297479 17.142452 1.57687e-13
