# fiber x(mm) y(mm) theta(deg) phi(deg) illumination_fraction
2390 -202.095900 61.986577 0.859182 162.948248 1.29344e-05
2391 -211.100925 146.931584 1.039423 145.161107 1.25414e-05
2392 -51.802714 19.989505 0.228279 158.899517 1.3928e-05
2393 -337.845468 160.803222 1.483869 154.547103 1.14103e-05
2394 -186.848059 118.131343 0.897479 147.697611 1.28551e-05
2395 -305.801507 115.204968 1.306800 159.357043 1.1885e-05
2396 -304.786199 214.992898 1.479517 144.801270 1.14228e-05
2397 -326.559116 7.189397 1.306255 178.738802 1.18863e-05
2398 -272.985240 80.180895 1.145366 163.631495 1.22907e-05
2399 -212.187070 136.551363 1.020399 147.237004 1.25851e-05
2400 -109.782299 73.322487 0.540584 146.261439 1.35153e-05
2401 -279.742949 17.886552 1.129145 176.341531 1.23287e-05
2402 -131.148731 44.076385 0.566280 161.423565 1.34756e-05
2403 -228.533487 70.058247 0.968301 162.956780 1.27011e-05
2404 -322.071218 48.702430 1.302829 171.401089 1.18943e-05
2405 -256.101007 67.834712 1.069531 165.164474 1.24707e-05
2406 -363.820284 179.724012 1.599632 153.711034 1.10859e-05
2407 -189.106233 97.375126 0.864400 152.755025 1.29225e-05
2408 -289.761689 181.745004 1.364296 147.903145 1.1734e-05
2409 -354.352021 4.958216 1.410486 179.198350 1.16103e-05
2410 -322.863185 127.544261 1.383416 158.443938 1.16832e-05
2411 -338.890555 150.391921 1.471307 156.069440 1.1444e-05
2412 -352.879817 104.597599 1.461290 163.489576 1.14718e-05
2413 -379.886384 113.148875 1.565395 163.413877 1.11818e-05
2414 -280.867337 7.486771 1.131667 178.473091 1.23241e-05
2415 -212.802302 47.391337 0.885439 167.445041 1.28796e-05
2416 -162.191156 10.557326 0.663904 176.275764 1.33089e-05
2417 -314.687518 32.166577 1.267161 174.163638 1.1987e-05
2418 -288.787601 102.900967 1.230001 160.387970 1.20811e-05
2419 -105.859436 25.631230 0.446691 166.389193 1.36575e-05
2420 -322.052048 227.535814 1.557889 144.758077 1.12032e-05
2421 -271.852807 90.558792 1.153161 161.576207 1.22715e-05
2422 -324.285845 27.941477 1.301901 175.075380 1.1897e-05
2423 -110.881071 62.938181 0.522253 150.419941 1.35447e-05
2424 -251.582859 109.332313 1.105931 156.511307 1.23851e-05
2425 -213.288696 126.171784 1.002739 149.393393 1.2624e-05
2426 -375.650677 154.856275 1.601544 157.596840 1.10804e-05
2427 -318.557553 169.122396 1.433876 152.036141 1.15462e-05
2428 -370.105370 117.157144 1.535518 162.434776 1.12681e-05
2429 -323.960911 117.160881 1.373499 160.117411 1.17098e-05
2430 -219.561323 153.078096 1.080116 145.115802 1.24469e-05
2431 -341.040460 129.591877 1.449343 159.193722 1.15046e-05
2432 -232.439427 117.722049 1.052477 153.139458 1.25107e-05
2433 -229.105330 148.853138 1.101679 146.987619 1.23957e-05
2434 -245.071619 171.611312 1.201738 144.998382 1.21526e-05
2435 -365.910298 69.315984 1.477427 169.273316 1.1428e-05
2436 -317.512896 179.531057 1.449054 150.514915 1.15044e-05
2437 -328.366488 75.634112 1.345212 167.029037 1.17835e-05
2438 -211.671036 57.764933 0.890963 164.735694 1.28681e-05
2439 -279.144412 196.364817 1.361481 144.875437 1.1742e-05
2440 -385.389514 61.120462 1.542842 170.988288 1.12477e-05
2441 -313.578482 42.544983 1.267633 172.273533 1.1985e-05
2442 -240.896793 123.872912 1.092625 152.787061 1.2417e-05
2443 -342.136545 119.194403 1.439960 160.792555 1.153e-05
2444 -156.467930 62.479156 0.687823 158.232697 1.32665e-05
2445 -198.678868 93.127308 0.891004 154.885972 1.28673e-05
2446 -359.322833 131.702800 1.515312 159.870571 1.13229e-05
2447 -70.935997 11.517344 0.295281 170.777791 1.38535e-05
2448 -291.853107 160.949939 1.331377 151.124326 1.18204e-05
2449 -276.341489 49.043512 1.130479 169.936258 1.23258e-05
2450 -230.195956 138.472864 1.083916 148.971264 1.24373e-05
2451 -369.025844 127.566964 1.543745 160.930463 1.12428e-05
2452 -288.175178 24.070654 1.163324 175.225290 1.22471e-05
2453 -134.614859 12.875899 0.553609 174.536286 1.34959e-05
2454 -372.281431 96.347463 1.522099 165.490056 1.13051e-05
2455 -281.235659 175.562968 1.324755 148.025293 1.18377e-05
2456 -282.560077 75.970637 1.176460 164.951031 1.22144e-05
2457 -293.993779 140.177253 1.302714 154.508032 1.18956e-05
2458 -289.908046 92.521726 1.221371 162.299952 1.21024e-05
2459 -241.480958 34.714052 0.987657 171.819499 1.26575e-05
2460 -266.304092 142.431559 1.212527 151.860099 1.2125e-05
2461 -137.318054 70.956599 0.631799 152.673165 1.33657e-05
2462 -62.567484 5.286781 0.258084 175.170137 1.38964e-05
2463 -140.774169 39.765166 0.598346 164.226347 1.34228e-05
2464 -256.729801 146.644930 1.188230 150.264846 1.21853e-05
2465 -288.722815 192.151349 1.382201 146.355366 1.1687e-05
2466 -321.755733 137.929657 1.394379 156.796243 1.1654e-05
2467 -349.881102 46.488114 1.405147 172.431536 1.1625e-05
2468 -161.528234 99.732156 0.773391 148.307630 1.31059e-05
2469 -242.011393 113.496160 1.078742 154.874817 1.2449e-05
2470 -50.689977 30.392470 0.242959 149.054129 1.39124e-05
2471 -315.435813 110.980008 1.335516 160.616562 1.18093e-05
2472 -346.443840 167.024675 1.522310 154.260734 1.13044e-05
2473 -341.378445 219.229958 1.599342 147.291813 1.10861e-05
2474 -155.341496 72.852803 0.700259 154.874136 1.32438e-05
2475 -298.418097 98.654803 1.259462 161.706498 1.20067e-05
2476 -145.756276 77.091981 0.673375 152.125180 1.32933e-05
2477 -250.470067 119.709344 1.118680 154.455058 1.23552e-05
2478 -197.057534 24.733048 0.808361 172.846112 1.30367e-05
2479 -320.683451 148.322511 1.406518 155.178514 1.16211e-05
2480 -297.743591 19.842369 1.198752 176.187305 1.21595e-05
2481 -169.519380 27.038664 0.700603 170.937552 1.3242e-05
2482 -258.338337 47.080218 1.060431 169.671623 1.24922e-05
2483 -113.135341 42.190668 0.494825 159.548403 1.35872e-05
2484 -282.287582 165.181715 1.307868 149.665791 1.18804e-05
2485 -260.035681 115.516115 1.145451 156.047686 1.22906e-05
2486 -223.489740 32.783740 0.916528 171.654792 1.28131e-05
2487 -383.161997 81.920473 1.548751 167.931791 1.12306e-05
2488 -307.902699 183.730113 1.426012 149.174845 1.15681e-05
2489 -236.964777 76.216690 1.007072 162.170277 1.26144e-05
2490 -254.623654 167.417218 1.222970 146.674740 1.20989e-05
2491 -215.549468 105.419218 0.971901 153.938036 1.26931e-05
2492 -235.820514 86.592939 1.016053 159.836841 1.25939e-05
2493 -371.194131 106.750615 1.528309 163.955451 1.12878e-05
2494 -52.923078 9.613284 0.221151 169.704684 1.39352e-05
2495 -368.127351 48.536450 1.473345 172.489052 1.14389e-05
2496 -77.124057 38.393517 0.353761 153.535187 1.37833e-05
2497 -118.223527 79.455137 0.582817 146.095919 1.3448e-05
2498 -333.696466 202.495583 1.543297 148.749549 1.12465e-05
2499 -312.470125 52.929086 1.269418 170.385968 1.19813e-05
2500 -278.090661 -23.276350 1.124310 -175.215462 1.23414e-05
2501 -163.232834 -23.304667 0.673375 -171.874820 1.32931e-05
2502 -325.633216 -86.575540 1.345141 -165.111299 1.17847e-05
2503 -95.396236 -14.273578 0.395872 -171.490298 1.37275e-05
2504 -378.453595 -68.508779 1.522310 -169.739266 1.13044e-05
2505 -205.198841 -77.684301 0.890963 -159.264306 1.28681e-05
2506 -225.813873 -5.211140 0.916498 -178.678012 1.28137e-05
2507 -147.566486 -14.259722 0.606311 -174.480502 1.34082e-05
2508 -105.963067 -50.587919 0.481297 -154.479684 1.36064e-05
2509 -194.513974 -5.210498 0.792339 -178.465570 1.3069e-05
2510 -220.883125 -86.707962 0.961470 -158.567445 1.27159e-05
2511 -137.339138 -68.689548 0.627730 -153.428281 1.33706e-05
2512 -226.127633 -95.732558 0.993905 -157.054324 1.26452e-05
2513 -242.084394 -159.004355 1.165071 -146.702541 1.22417e-05
2514 -299.163706 -41.300066 1.212527 -172.139901 1.21247e-05
2515 -90.176886 -5.208227 0.370829 -176.694516 1.37613e-05
2516 -263.107700 -177.059190 1.270236 -146.061289 1.19798e-05
2517 -220.799260 -68.600621 0.937540 -162.740385 1.27687e-05
2518 -325.456218 -50.357295 1.316425 -171.204468 1.18598e-05
2519 -373.034328 -41.380248 1.488151 -173.670127 1.13988e-05
2520 -90.273848 -41.472258 0.407653 -155.325713 1.37125e-05
2521 -278.697634 -149.897193 1.267633 -151.726467 1.19859e-05
2522 -384.585575 -131.725245 1.602274 -161.093043 1.1079e-05
2523 -405.147057 -41.318567 1.604920 -174.176873 1.10709e-05
2524 -241.537602 -32.355605 0.986605 -172.370261 1.26595e-05
2525 -226.066680 -77.650301 0.968301 -161.043220 1.2702e-05
2526 -373.108778 -59.448807 1.497342 -170.946949 1.13741e-05
2527 -200.016608 -86.741658 0.885439 -156.554959 1.28789e-05
2528 -315.219539 -104.672922 1.327051 -161.630554 1.18314e-05
2529 -314.926656 -14.238621 1.263059 -177.411278 1.1997e-05
2530 -320.188070 -41.294816 1.291876 -172.651101 1.19237e-05
2531 -74.591607 -32.457732 0.334107 -156.484254 1.3807e-05
2532 -357.201323 -68.490199 1.445171 -169.145778 1.15152e-05
2533 -168.495714 -32.368285 0.700259 -169.125864 1.32436e-05
2534 -347.712373 -177.078781 1.542842 -153.011712 1.12477e-05
2535 -325.533078 -68.451994 1.328967 -168.125042 1.18272e-05
2536 -189.360313 -32.374957 0.782461 -170.297940 1.30871e-05
2537 -399.679254 -32.328315 1.582171 -175.375661 1.11344e-05
2538 -142.662280 -95.871963 0.701492 -146.098094 1.32407e-05
2539 -116.473973 -68.707808 0.553609 -149.463714 1.34961e-05
2540 -111.066756 -23.335261 0.465315 -168.134666 1.36305e-05
2541 -268.290096 -167.995128 1.267995 -147.946449 1.19851e-05
2542 -267.798730 -59.424995 1.105931 -167.488694 1.23858e-05
2543 -331.073196 -113.725058 1.394334 -161.042184 1.16536e-05
2544 -79.742375 -5.207854 0.328234 -176.263406 1.3815e-05
2545 -246.716093 -23.292832 1.002739 -174.606607 1.26245e-05
2546 -90.344707 -59.677861 0.444072 -146.552950 1.36616e-05
2547 -357.080045 -14.256796 1.421584 -177.713620 1.15802e-05
2548 -358.417902 -177.071170 1.577758 -153.708993 1.11471e-05
2549 -289.422922 -186.130979 1.372045 -147.254495 1.17139e-05
2550 -262.786891 -104.641713 1.138954 -158.287558 1.23048e-05
2551 -283.726648 -104.605594 1.214036 -159.761855 1.21215e-05
2552 -189.300177 -14.258904 0.773391 -175.692370 1.31052e-05
2553 -189.729955 -122.967371 0.917366 -147.052007 1.2812e-05
2554 -231.157741 -50.471756 0.958763 -167.683150 1.272e-05
2555 -153.036987 -77.766253 0.700603 -153.062448 1.32434e-05
2556 -299.137702 -5.213015 1.201738 -179.001619 1.21523e-05
2557 -383.689605 -41.362510 1.527111 -173.847161 1.12917e-05
2558 -267.624748 -23.278888 1.083916 -175.028736 1.2438e-05
2559 -288.758900 -59.373004 1.184928 -168.381092 1.21942e-05
2560 -116.264767 -14.271642 0.480151 -173.001882 1.36089e-05
2561 -342.506656 -186.149387 1.541442 -151.476305 1.12509e-05
2562 -58.873299 -5.206796 0.242959 -174.945871 1.39121e-05
2563 -194.666702 -59.562036 0.828148 -162.987497 1.29971e-05
2564 -105.830569 -14.270343 0.438012 -172.320476 1.36697e-05
2565 -405.065588 -5.217758 1.597124 -179.261999 1.10925e-05
2566 -252.246350 -86.595352 1.076386 -161.052820 1.24549e-05
2567 -137.262073 -50.574285 0.598346 -159.773653 1.34211e-05
2568 -373.181445 -77.555365 1.509636 -168.259785 1.13392e-05
2569 -158.345319 -104.891532 0.773786 -146.478605 1.31048e-05
2570 -293.845930 -14.209355 1.182584 -177.231534 1.21977e-05
2571 -320.306873 -77.490545 1.317249 -166.399973 1.18575e-05
2572 -69.407224 -41.646573 0.332453 -149.034885 1.38093e-05
2573 -320.787279 -149.932791 1.409403 -154.949080 1.16131e-05
2574 -272.901227 -32.331812 1.107856 -173.243411 1.23809e-05
2575 -305.046577 -158.982729 1.371602 -152.472589 1.17146e-05
2576 -315.446321 -140.873061 1.377161 -155.935259 1.1699e-05
2577 -152.937804 -59.609147 0.670382 -158.706118 1.32992e-05
2578 -357.813623 -140.874800 1.522099 -158.509944 1.13049e-05
2579 -116.327466 -32.366317 0.494825 -164.451597 1.35867e-05
2580 -304.400235 -14.220654 1.222970 -177.325260 1.20987e-05
2581 -294.208598 -104.643273 1.251703 -160.420690 1.20271e-05
2582 -325.443930 -14.243568 1.302915 -177.493959 1.18944e-05
2583 -278.271954 -59.390638 1.145451 -167.952314 1.22906e-05
2584 -194.825748 -95.794651 0.881827 -153.816931 1.28871e-05
2585 -236.760146 -131.843881 1.093072 -150.888015 1.24161e-05
2586 -58.899186 -23.329242 0.260383 -158.392092 1.38935e-05
2587 -378.255510 -14.264202 1.499954 -177.840371 1.13653e-05
2588 -341.979025 -149.939243 1.481074 -156.325157 1.14182e-05
2589 -278.910588 -186.129853 1.338998 -146.282996 1.18009e-05
2590 -158.127562 -50.542803 0.677883 -162.274399 1.32842e-05
2591 -163.214510 -5.209894 0.666976 -178.171709 1.33042e-05
2592 -257.671136 -131.785037 1.164237 -152.912679 1.22442e-05
2593 -326.141050 -159.021171 1.441962 -154.006876 1.15245e-05
2594 -299.495813 -113.686233 1.282425 -159.213636 1.19476e-05
2595 -231.627063 -159.032754 1.131667 -145.526909 1.23237e-05
2596 -325.466827 -32.289663 1.307868 -174.334209 1.18818e-05
2597 -184.465287 -113.914316 0.880643 -148.303096 1.28898e-05
2598 -405.041099 -23.296454 1.599342 -176.708187 1.10869e-05
2599 -158.203960 -68.700028 0.703873 -156.527117 1.32368e-05
2600 -383.615379 -23.289752 1.521272 -176.525768 1.13068e-05
2601 -299.821362 -168.021192 1.370484 -150.733541 1.17177e-05
2602 -152.799882 -23.308432 0.631799 -171.326835 1.33655e-05
2603 -189.643963 -104.854127 0.880235 -151.061799 1.28903e-05
2604 -32.791607 -14.340951 0.147217 -156.378509 1.4006e-05
2605 -278.344042 -77.467027 1.162340 -164.447374 1.22494e-05
2606 -351.964353 -77.538923 1.432896 -167.576005 1.15496e-05
2607 -299.955197 -186.140264 1.405377 -148.177907 1.16243e-05
2608 -142.442634 -41.431374 0.606683 -163.782211 1.34067e-05
2609 -221.037299 -122.882169 1.022626 -150.928825 1.25799e-05
2610 -142.366696 -23.311783 0.590179 -170.700650 1.34348e-05
2611 -204.964555 -23.306153 0.838922 -173.512862 1.29752e-05
2612 -383.563978 -5.216483 1.518620 -179.220824 1.13139e-05
2613 -394.673507 -77.499191 1.586630 -168.890588 1.11218e-05
2614 -304.441175 -50.325901 1.237633 -170.613557 1.20622e-05
2615 -189.501459 -68.628606 0.820075 -160.091971 1.30129e-05
2616 -168.636431 -68.684063 0.742403 -157.839386 1.31656e-05
2617 -205.332044 -113.883651 0.951668 -150.985863 1.27384e-05
2618 -106.041407 -68.719238 0.517636 -147.055086 1.3551e-05
2619 -351.818810 -41.373707 1.409950 -173.292852 1.16121e-05
2620 -152.876153 -41.423396 0.647207 -164.839145 1.33394e-05
2621 -378.395875 -50.410302 1.511783 -172.411677 1.13332e-05
2622 -247.125402 -113.724312 1.097113 -155.288648 1.24068e-05
2623 -341.252916 -5.214494 1.361481 -179.124564 1.17421e-05
2624 -374.095636 -149.860278 1.589485 -158.169282 1.11135e-05
2625 -262.598482 -68.474187 1.094562 -165.385207 1.24121e-05
2626 -132.009001 -41.428745 0.566280 -162.576436 1.34752e-05
2627 -69.307842 -5.207393 0.285604 -175.703198 1.38646e-05
2628 -288.677076 -41.293224 1.172696 -171.859464 1.22233e-05
2629 -220.720912 -50.482957 0.918655 -167.116990 1.28092e-05
2630 -194.982061 -132.008171 0.954289 -145.900929 1.27315e-05
2631 -310.110685 -131.819697 1.345212 -156.970963 1.17836e-05
2632 -121.641409 -59.644364 0.554614 -153.879927 1.34947e-05
2633 -111.141510 -41.439853 0.486163 -159.551694 1.35998e-05
2634 -204.946852 -5.210705 0.833866 -178.543588 1.2986e-05
2635 -284.244821 -195.196919 1.374693 -145.521792 1.17065e-05
2636 -310.249697 -149.929685 1.373806 -154.207617 1.17069e-05
2637 -194.531772 -23.311895 0.797682 -173.166494 1.30579e-05
2638 -294.401358 -140.863047 1.305224 -154.430153 1.18886e-05
2639 -347.997707 -195.220165 1.575004 -150.708395 1.11554e-05
2640 -346.525394 -14.253306 1.382201 -177.644634 1.16871e-05
2641 -341.261466 -41.356631 1.370734 -173.090162 1.17177e-05
2642 -262.502699 -50.430405 1.078742 -169.125183 1.24496e-05
2643 -231.095405 -32.363531 0.945967 -172.027916 1.27488e-05
2644 -330.759284 -59.412071 1.341780 -169.816934 1.1794e-05
2645 -126.906556 -68.704146 0.590372 -151.569955 1.34358e-05
2646 -231.237295 -68.583008 0.976792 -163.480093 1.26816e-05
2647 -336.408969 -122.773755 1.424369 -159.950250 1.15725e-05
2648 -378.319393 -32.330284 1.504276 -175.115505 1.13537e-05
2649 -289.100400 -131.791168 1.272464 -155.493350 1.19737e-05
2650 -174.031718 -113.936997 0.845778 -146.787593 1.29622e-05
2651 -263.004780 -158.944029 1.232786 -148.853797 1.2074e-05
2652 -331.340919 -149.963721 1.445132 -155.648662 1.15159e-05
2653 -210.225819 -32.375723 0.864400 -171.244975 1.29237e-05
2654 -48.466216 -23.330094 0.221151 -154.295317 1.39355e-05
2655 -357.323733 -86.571409 1.459830 -166.380960 1.1475e-05
2656 -252.130841 -68.542685 1.055324 -164.791482 1.2504e-05
2657 -231.489664 -122.825868 1.058342 -152.050070 1.24967e-05
2658 -178.866984 -14.254256 0.731776 -175.443618 1.31837e-05
2659 -362.869345 -113.708873 1.506373 -162.601076 1.13488e-05
2660 -236.830251 -149.958255 1.129145 -147.658469 1.23296e-05
2661 -372.946869 -5.215925 1.479517 -179.198730 1.14213e-05
2662 -210.166201 -14.252708 0.856248 -176.120349 1.294e-05
2663 -210.597187 -122.921512 0.987197 -149.728716 1.26593e-05
2664 -121.500138 -23.306174 0.506890 -169.141414 1.35687e-05
2665 -121.575312 -41.456880 0.526113 -161.170751 1.35394e-05
2666 -352.195976 -113.746829 1.468889 -162.101381 1.14507e-05
2667 -225.907733 -41.419744 0.931483 -169.610326 1.27809e-05
2668 -184.080975 -5.210294 0.750677 -178.378713 1.31488e-05
2669 -352.404159 -131.819160 1.491577 -159.491350 1.13892e-05
2670 -142.604325 -77.737991 0.663430 -151.403844 1.33095e-05
2671 -315.114397 -86.542839 1.306800 -164.642957 1.18846e-05
2672 -320.191913 -23.266356 1.285038 -175.843976 1.19413e-05
2673 -221.128554 -140.955933 1.059030 -147.484980 1.24953e-05
2674 -90.199639 -23.325450 0.382431 -165.501050 1.3746e-05
2675 -278.449012 -95.574586 1.183374 -161.055776 1.21975e-05
2676 -241.599943 -50.459509 0.998823 -168.203033 1.26329e-05
2677 -247.347817 -168.047345 1.201163 -145.807933 1.21519e-05
2678 -179.211151 -104.877439 0.844318 -149.663097 1.29646e-05
2679 -293.894499 -32.263751 1.188230 -173.735154 1.21837e-05
2680 -325.991293 -140.878110 1.413256 -156.628269 1.16031e-05
2681 -126.761311 -32.386867 0.535786 -165.667828 1.35239e-05
2682 -210.449100 -86.727365 0.923383 -157.603141 1.27989e-05
2683 -310.003247 -113.715769 1.319721 -159.855891 1.18509e-05
2684 -179.151674 -86.753004 0.810145 -154.161723 1.30329e-05
2685 -173.742763 -41.433427 0.728494 -166.586875 1.31914e-05
2686 -147.694880 -50.557923 0.638015 -161.103242 1.33543e-05
2687 -215.631046 -77.669494 0.929589 -160.191170 1.27862e-05
2688 -257.303911 -59.479234 1.066251 -166.983945 1.24793e-05
2689 -357.424590 -104.693503 1.477517 -163.674125 1.14273e-05
2690 -309.733006 -59.367182 1.263526 -169.149594 1.1996e-05
2691 -236.572950 -95.704645 1.031608 -157.974402 1.25587e-05
2692 -309.799106 -77.477283 1.278604 -165.958969 1.1958e-05
2693 -367.748431 -50.417819 1.472883 -172.193493 1.14404e-05
2694 -294.292382 -122.735406 1.276783 -157.361296 1.19627e-05
2695 -368.599733 -140.813947 1.558834 -159.091943 1.12019e-05
2696 -357.126124 -50.420539 1.433876 -171.963859 1.15471e-05
2697 -210.509660 -104.822012 0.953101 -153.529269 1.2734e-05
2698 -362.373936 -23.301469 1.442996 -176.320816 1.15203e-05
2699 -147.771547 -68.672466 0.665572 -155.074741 1.33062e-05
2700 -335.978366 -14.242387 1.342636 -177.572640 1.17917e-05
2701 -163.469596 -77.750846 0.738121 -154.562894 1.31738e-05
2702 -178.992444 -50.546475 0.758029 -164.230614 1.31342e-05
2703 -357.092367 -32.339882 1.426012 -174.825155 1.15681e-05
2704 -320.181811 -5.213704 1.281959 -179.067102 1.19494e-05
2705 -163.369812 -59.635583 0.709642 -159.946184 1.32275e-05
2706 -310.384786 -168.045278 1.405147 -151.568464 1.16252e-05
2707 -121.738806 -77.768606 0.590971 -147.428939 1.34359e-05
2708 -199.856776 -50.496206 0.838334 -165.820299 1.29767e-05
2709 -163.528095 -95.828966 0.772199 -149.629305 1.31084e-05
2710 -362.361204 -5.215411 1.440309 -179.175407 1.15286e-05
2711 -304.517385 -68.395820 1.251092 -167.341215 1.20278e-05
2712 -341.751163 -131.850097 1.454799 -158.903021 1.14895e-05
2713 -309.654044 -23.244957 1.245078 -175.707000 1.2043e-05
2714 -215.473439 -41.438934 0.891004 -169.114028 1.28681e-05
2715 -383.921975 -77.512364 1.548192 -168.585644 1.12322e-05
2716 -247.211931 -131.811551 1.128538 -151.933795 1.23313e-05
2717 -215.531005 -59.547865 0.907542 -164.555352 1.28334e-05
2718 -205.041011 -41.432453 0.850439 -168.576122 1.2953e-05
2719 -199.933813 -68.640795 0.859182 -161.051752 1.29336e-05
2720 -231.322294 -86.680752 0.999671 -159.458094 1.26316e-05
2721 -168.433637 -14.254219 0.690052 -175.162693 1.32623e-05
2722 -95.529981 -50.609221 0.443388 -152.086557 1.36612e-05
2723 -299.120215 -23.228125 1.204946 -175.559618 1.21431e-05
2724 -373.841781 -131.752252 1.565395 -160.586123 1.11827e-05
2725 -299.413150 -95.592344 1.259462 -162.293502 1.20066e-05
2726 -205.415291 -131.979811 0.988428 -147.279159 1.26567e-05
2727 -215.397328 -23.311558 0.880054 -173.823157 1.28909e-05
2728 -173.960615 -95.818057 0.808361 -151.153888 1.30375e-05
2729 -272.843784 -14.240016 1.101679 -177.012381 1.23957e-05
2730 -241.767169 -86.659229 1.037972 -160.280247 1.25445e-05
2731 -178.928913 -32.374183 0.741389 -169.744244 1.31651e-05
2732 -184.098817 -23.311417 0.756334 -172.783358 1.31363e-05
2733 -247.286992 -149.911551 1.163324 -148.774710 1.2247e-05
2734 -158.000134 -14.254764 0.648226 -174.844735 1.33368e-05
2735 -346.854992 -104.672518 1.439960 -163.207445 1.15298e-05
2736 -378.643983 -86.561108 1.536274 -167.122998 1.12654e-05
2737 -289.187659 -149.907618 1.302829 -152.598911 1.18953e-05
2738 -336.546521 -140.908134 1.449424 -157.281503 1.15036e-05
2739 -394.313050 -23.274041 1.560361 -176.622077 1.11968e-05
2740 -100.611311 -5.208541 0.413372 -177.036504 1.37034e-05
2741 -288.616877 -23.241765 1.164757 -175.396015 1.2242e-05
2742 -384.073382 -95.605056 1.563260 -166.021799 1.11884e-05
2743 -389.370287 -86.545845 1.574484 -167.468512 1.11564e-05
2744 -273.592825 -177.061423 1.303422 -147.090215 1.18934e-05
2745 -226.209405 -113.817293 1.023919 -153.290739 1.25771e-05
2746 -268.139757 -131.770219 1.200147 -153.829407 1.21563e-05
2747 -367.679897 -32.349544 1.465158 -174.971899 1.14605e-05
2748 -352.079722 -95.616522 1.449343 -164.806278 1.15035e-05
2749 -320.425345 -95.623807 1.335516 -163.383438 1.18093e-05
2750 -251.985603 -32.349085 1.027139 -172.684568 1.2569e-05
2751 -352.924202 -168.011241 1.545290 -154.542995 1.12396e-05
2752 -215.690795 -95.761026 0.956363 -156.060041 1.27276e-05
2753 -79.840293 -41.544619 0.369501 -152.509942 1.3763e-05
2754 -367.909376 -86.596405 1.497887 -166.755128 1.13723e-05
2755 -379.336172 -140.793886 1.595391 -159.637158 1.10979e-05
2756 -288.554624 -5.212700 1.161103 -178.965072 1.22514e-05
2757 -347.386572 -159.002302 1.512912 -155.405957 1.13312e-05
2758 -173.666304 -23.305414 0.714894 -172.356769 1.32167e-05
2759 -342.176538 -168.065615 1.509885 -153.841281 1.13391e-05
2760 -330.955321 -95.634302 1.373499 -163.882589 1.17103e-05
2761 -168.778270 -104.886384 0.808801 -148.141329 1.30366e-05
2762 -121.479689 -5.209055 0.498260 -177.544658 1.35817e-05
2763 -368.284775 -122.760358 1.535518 -161.565224 1.12683e-05
2764 -200.076796 -104.841370 0.916528 -152.345208 1.2814e-05
2765 -341.378874 -77.535838 1.394379 -167.203757 1.16548e-05
2766 -289.591174 -204.271611 1.410486 -144.801650 1.16111e-05
2767 -85.096773 -50.614605 0.406295 -149.256293 1.37138e-05
2768 -194.608464 -41.426105 0.809816 -167.982875 1.3034e-05
2769 -341.249164 -23.282851 1.364296 -176.096855 1.17344e-05
2770 -252.542677 -158.956478 1.198752 -147.812695 1.21592e-05
2771 -267.978846 -95.588992 1.145366 -160.368505 1.22916e-05
2772 -85.025385 -32.394011 0.373526 -159.143548 1.37572e-05
2773 -362.657940 -95.644334 1.487176 -165.225703 1.14015e-05
2774 -246.791860 -41.402145 1.012237 -170.476661 1.26035e-05
2775 -363.048798 -131.819374 1.528309 -160.044549 1.12881e-05
2776 -158.286638 -86.806762 0.736156 -151.258977 1.31768e-05
2777 -336.068660 -68.486626 1.367800 -168.481553 1.17252e-05
2778 -126.698805 -14.256201 0.522253 -173.580059 1.35451e-05
2779 -289.282506 -168.016959 1.336066 -149.851731 1.18089e-05
2780 -257.415091 -77.541562 1.084713 -163.236038 1.24361e-05
2781 -330.718124 -41.335716 1.331377 -172.875674 1.18208e-05
2782 -273.323662 -122.712445 1.203360 -155.821643 1.21487e-05
2783 -341.506658 -95.632099 1.411445 -164.356161 1.16079e-05
2784 -330.717751 -23.272748 1.324755 -175.974707 1.18378e-05
2785 -220.599117 -14.256269 0.897479 -176.302389 1.28539e-05
2786 -153.095148 -95.857848 0.736563 -147.947980 1.31769e-05
2787 -184.234592 -59.584817 0.788536 -162.077850 1.30745e-05
2788 -394.527267 -59.422453 1.574864 -171.434673 1.11557e-05
2789 -194.898844 -113.902408 0.915976 -149.697213 1.28152e-05
2790 -283.545898 -68.416811 1.172957 -166.434397 1.22236e-05
2791 -268.047249 -113.674369 1.170925 -157.019009 1.22292e-05
2792 -79.766025 -23.331201 0.341311 -163.696041 1.37989e-05
2793 -236.271132 -23.300168 0.961961 -174.367917 1.27134e-05
2794 -294.490742 -158.965393 1.336521 -151.639933 1.18078e-05
2795 -215.853714 -131.941506 1.022965 -148.564462 1.2579e-05
2796 -288.820661 -77.462207 1.201144 -164.986500 1.21545e-05
2797 -283.473831 -50.341669 1.158437 -169.929920 1.22593e-05
2798 -252.485539 -140.842587 1.163066 -150.846157 1.22466e-05
2799 -325.742560 -104.681288 1.364698 -162.184567 1.17329e-05
2800 -304.708296 -104.642215 1.289359 -161.046623 1.19298e-05
2801 -362.566372 -77.525251 1.471307 -167.930559 1.14453e-05
2802 -331.567860 -168.060587 1.474877 -153.121084 1.14352e-05
2803 -257.745249 -149.883717 1.197807 -149.821192 1.21619e-05
2804 -173.802124 -59.619059 0.749031 -161.066577 1.31525e-05
2805 -304.793679 -122.762354 1.313624 -158.061805 1.18661e-05
2806 -142.347400 -5.209489 0.582817 -177.904081 1.34475e-05
