# fiber x(mm) y(mm) theta(deg) phi(deg) illumination_fraction
820 42.384987 59.617567 0.300540 54.589154 1.38483e-05
821 254.526651 303.098785 1.563260 49.978201 1.1189e-05
822 96.044939 244.011848 1.059030 68.515020 1.24969e-05
823 215.684111 230.085552 1.263526 46.850406 1.19963e-05
824 227.625270 294.787726 1.477517 52.325875 1.14277e-05
825 95.007267 165.093551 0.775957 60.080635 1.31012e-05
826 233.710110 332.621690 1.602274 54.906957 1.10785e-05
827 202.001150 276.155614 1.364698 53.815433 1.17328e-05
828 117.152660 214.647808 0.989907 61.374723 1.26533e-05
829 216.231163 320.038843 1.528309 55.955451 1.12881e-05
830 161.650497 135.063276 0.856248 39.879651 1.294e-05
831 183.957444 274.213326 1.319721 56.144109 1.18501e-05
832 195.567239 249.056691 1.268439 51.859869 1.19845e-05
833 81.216351 211.003162 0.917366 68.947993 1.2812e-05
834 127.836023 289.345596 1.267161 66.163638 1.19872e-05
835 46.465368 107.498099 0.480041 66.623893 1.36089e-05
836 215.435087 330.578363 1.558834 56.908057 1.12025e-05
837 84.596651 90.271080 0.506890 46.858586 1.35692e-05
838 276.498262 263.198306 1.511783 43.588323 1.13334e-05
839 58.196498 82.304733 0.413598 54.736416 1.37042e-05
840 176.511983 257.589661 1.251703 55.579310 1.20265e-05
841 246.744848 286.309669 1.497887 49.244872 1.13716e-05
842 164.739585 193.224500 1.026613 49.549712 1.25703e-05
843 196.314569 339.093896 1.548751 59.931790 1.1231e-05
844 157.454888 266.114085 1.240051 59.387965 1.20565e-05
845 108.849939 119.092492 0.659104 47.572845 1.3318e-05
846 78.334756 63.351643 0.413372 38.963497 1.37038e-05
847 188.069587 143.082161 0.957611 37.263650 1.27249e-05
848 224.132839 336.872854 1.595391 56.362842 1.10968e-05
849 305.325821 250.600490 1.560361 39.377923 1.11974e-05
850 180.926421 305.585660 1.413256 59.371731 1.16031e-05
851 217.173840 309.533285 1.498468 54.945845 1.13708e-05
852 223.126720 246.722369 1.328967 47.874958 1.18263e-05
853 82.446320 111.109503 0.566280 53.423564 1.3475e-05
854 139.366889 174.861180 0.907542 51.444648 1.28329e-05
855 254.917511 202.814431 1.302915 38.506041 1.18944e-05
856 144.810501 301.703020 1.336521 64.360067 1.18072e-05
857 153.172113 218.323796 1.076386 54.947180 1.24533e-05
858 167.677841 351.918379 1.541442 64.523695 1.12509e-05
859 75.086453 94.560470 0.494825 51.548403 1.35882e-05
860 313.991821 256.924412 1.599342 39.291813 1.10857e-05
861 141.560197 243.391751 1.133975 59.817092 1.23181e-05
862 264.136808 298.883171 1.574484 48.531488 1.11562e-05
863 116.206890 135.643780 0.728494 49.413125 1.31918e-05
864 98.125251 223.231512 0.987197 66.271284 1.26587e-05
865 176.389877 168.148474 0.986605 43.629739 1.26604e-05
866 250.734021 244.471638 1.394820 44.275475 1.16529e-05
867 101.474754 102.540672 0.590179 45.299350 1.34361e-05
868 275.501207 273.666305 1.535944 44.808562 1.12666e-05
869 294.719633 265.268228 1.565903 41.989421 1.11802e-05
870 41.267701 70.102703 0.334107 59.515746 1.38075e-05
871 179.913971 316.080504 1.445132 60.351338 1.15157e-05
872 92.856496 185.902498 0.844951 63.458316 1.29628e-05
873 287.063554 248.526309 1.504276 40.884495 1.13543e-05
874 155.227325 197.519947 1.016053 51.836841 1.25945e-05
875 88.691905 138.119399 0.670382 57.293882 1.32981e-05
876 306.274568 240.128955 1.539109 38.097569 1.12575e-05
877 49.746260 76.183973 0.373526 56.856452 1.3758e-05
878 234.576924 322.084981 1.572956 53.933866 1.11605e-05
879 142.611182 232.996247 1.101528 58.530241 1.23963e-05
880 118.306188 293.607875 1.267995 68.053551 1.19851e-05
881 271.967049 215.213682 1.382201 38.355366 1.1687e-05
882 238.195575 280.067362 1.459830 49.619040 1.14754e-05
883 77.230831 73.750598 0.438012 43.679524 1.367e-05
884 142.609512 143.623173 0.823468 45.202906 1.30057e-05
885 177.220923 347.639947 1.542842 62.988288 1.12478e-05
886 103.658425 81.751276 0.540584 38.261439 1.35173e-05
887 258.298922 261.155864 1.458549 45.315117 1.14785e-05
888 188.534767 322.313624 1.481074 59.674843 1.14174e-05
889 273.744693 294.681429 1.586630 47.109411 1.11219e-05
890 154.176712 207.937595 1.045891 53.444668 1.25267e-05
891 241.175195 248.697955 1.380759 45.879796 1.16906e-05
892 57.089113 92.757821 0.446691 58.389193 1.36587e-05
893 203.895780 165.749104 1.061105 39.108037 1.24906e-05
894 149.964480 160.176911 0.891004 46.885972 1.28684e-05
895 210.533192 282.350442 1.402331 53.290132 1.16327e-05
896 168.995778 151.605145 0.921069 41.895098 1.28048e-05
897 142.787776 322.630845 1.404624 66.127101 1.1626e-05
898 167.937304 162.017117 0.945967 43.972084 1.27498e-05
899 233.700336 232.038273 1.316425 44.795532 1.18595e-05
900 270.925026 225.633554 1.403734 39.788430 1.16294e-05
901 120.347663 183.460772 0.890963 56.735694 1.2868e-05
902 181.929626 295.119672 1.381720 58.347807 1.16879e-05
903 179.624230 136.945965 0.916498 37.321988 1.28141e-05
904 218.801487 198.848775 1.188230 42.264846 1.21859e-05
905 204.993945 345.379916 1.584533 59.309524 1.11277e-05
906 26.579389 36.955008 0.187199 54.274935 1.39689e-05
907 298.654512 223.432441 1.479517 36.801270 1.1422e-05
908 195.437474 159.605204 1.020399 39.237004 1.25841e-05
909 141.528277 154.039640 0.850439 47.423878 1.29519e-05
910 208.229138 213.500456 1.198090 45.716119 1.21619e-05
911 260.308541 240.265940 1.409950 42.707148 1.16115e-05
912 203.023287 265.702577 1.335516 52.616562 1.18089e-05
913 236.852341 200.815645 1.245078 40.292999 1.20434e-05
914 95.217327 75.618184 0.498260 38.455342 1.35828e-05
915 194.535534 259.497222 1.297479 53.142452 1.19091e-05
916 114.047093 245.828063 1.093072 65.111985 1.24166e-05
917 155.378480 287.005376 1.305224 61.569848 1.18889e-05
918 93.025748 96.419635 0.548544 46.026336 1.35037e-05
919 63.351889 119.752331 0.554614 62.120073 1.34942e-05
920 143.677121 133.202626 0.797682 42.833506 1.3058e-05
921 83.515533 100.709955 0.535786 50.332172 1.35242e-05
922 109.822575 287.459234 1.234393 69.090856 1.20709e-05
923 79.185030 142.415128 0.665572 60.925259 1.33064e-05
924 105.564983 239.728045 1.057895 66.233559 1.24981e-05
925 237.178108 290.542880 1.487176 50.774297 1.14019e-05
926 187.582432 332.824269 1.512912 60.594043 1.13303e-05
927 187.104912 242.855183 1.230001 52.387970 1.20795e-05
928 90.885761 117.244366 0.606683 52.217790 1.34084e-05
929 240.159727 259.153910 1.406518 47.178515 1.16203e-05
930 172.198517 209.748296 1.094562 50.614793 1.24121e-05
931 80.151345 221.404434 0.954289 70.099071 1.27321e-05
932 112.971019 166.907871 0.820075 55.908028 1.30139e-05
933 159.568235 245.254385 1.176460 56.951031 1.22147e-05
934 200.997930 286.605446 1.394334 54.957816 1.16541e-05
935 225.791914 315.787576 1.535518 54.434776 1.12671e-05
936 161.864238 314.124305 1.406712 62.738528 1.16213e-05
937 234.765107 221.610034 1.291876 43.348899 1.19228e-05
938 192.251343 190.827630 1.092625 44.787061 1.24171e-05
939 120.420849 272.757331 1.197807 66.178808 1.21624e-05
940 177.451866 157.726919 0.961961 41.632083 1.27147e-05
941 53.843987 124.047468 0.553609 66.536286 1.34955e-05
942 209.273112 203.087048 1.172696 44.140536 1.22241e-05
943 85.491300 169.373466 0.772952 63.217627 1.31062e-05
944 182.726896 195.094270 1.078742 46.874817 1.24491e-05
945 314.976384 246.449549 1.578350 38.040983 1.11452e-05
946 166.868083 172.423396 0.971901 45.938036 1.2693e-05
947 192.465016 280.402437 1.357003 55.534743 1.1754e-05
948 162.742710 124.680286 0.833866 37.456412 1.29854e-05
949 296.661988 244.325267 1.521272 39.474231 1.13073e-05
950 88.608675 227.513988 0.988428 68.720841 1.26557e-05
951 178.528302 147.338719 0.938585 39.532726 1.27661e-05
952 211.298576 182.288553 1.124310 40.784538 1.23412e-05
953 169.092650 240.989687 1.183374 54.944224 1.21971e-05
954 290.090831 217.209928 1.440309 36.824593 1.15287e-05
955 133.091901 147.902409 0.809816 48.017126 1.30334e-05
956 263.440743 209.005462 1.342636 38.427360 1.17908e-05
957 145.844243 291.258052 1.302829 63.401089 1.1894e-05
958 82.278397 200.584593 0.880643 67.696904 1.28895e-05
959 171.394077 309.852207 1.409403 61.050920 1.16139e-05
960 35.019068 43.090212 0.228279 50.899517 1.39287e-05
961 158.417280 166.294510 0.931483 46.389674 1.27815e-05
962 244.934697 307.311891 1.552988 51.444343 1.1219e-05
963 123.558372 152.204937 0.798159 50.930670 1.30566e-05
964 103.456447 260.524106 1.129145 68.341531 1.23291e-05
965 151.046288 149.760146 0.864400 44.755025 1.29237e-05
966 109.758742 198.136251 0.918992 61.015481 1.28085e-05
967 252.824056 223.628426 1.347357 41.493465 1.1779e-05
968 91.793480 196.298695 0.880235 64.938201 1.28901e-05
969 239.168907 269.609763 1.432896 48.423995 1.15496e-05
970 244.158257 317.851765 1.581511 52.470284 1.11363e-05
971 52.777523 134.472399 0.590971 68.571061 1.34354e-05
972 173.403140 288.922862 1.345212 59.029037 1.17858e-05
973 130.911896 168.749876 0.867853 52.196593 1.29164e-05
974 108.693059 208.537263 0.953101 62.470732 1.27344e-05
975 143.800198 312.162575 1.370484 65.266460 1.1719e-05
976 189.448131 311.814157 1.449424 58.718497 1.15037e-05
977 226.249575 215.423275 1.252234 43.595845 1.2025e-05
978 193.312765 180.417919 1.067556 43.023905 1.24755e-05
979 132.241541 337.391347 1.440247 68.597156 1.15287e-05
980 154.302457 118.547826 0.792339 37.534430 1.30687e-05
981 166.980194 261.845030 1.245196 57.474091 1.20427e-05
982 190.458108 301.317610 1.418230 57.703665 1.15893e-05
983 111.893214 177.349014 0.852470 57.751313 1.29479e-05
984 205.092737 244.775784 1.278604 50.041031 1.19577e-05
985 160.557909 145.466819 0.880054 42.176843 1.28905e-05
986 118.359997 114.799724 0.673375 44.125180 1.32926e-05
987 243.260059 227.832533 1.331377 43.124326 1.18204e-05
988 198.982957 307.545263 1.454799 57.096979 1.1489e-05
989 25.496907 47.362170 0.221151 61.704684 1.39361e-05
990 55.991089 103.210014 0.481297 61.520316 1.36065e-05
991 205.867318 334.827099 1.553252 58.414860 1.12174e-05
992 190.217799 211.612186 1.145451 48.047686 1.22907e-05
993 230.606889 263.385279 1.394379 48.796243 1.16526e-05
994 259.284655 250.704542 1.433876 44.036141 1.15462e-05
995 72.877611 115.467208 0.558929 57.741757 1.34867e-05
996 87.559944 237.905191 1.025003 69.794087 1.25734e-05
997 171.182900 130.812707 0.875252 37.385950 1.29008e-05
998 191.249859 201.218968 1.118680 46.455058 1.23552e-05
999 307.243605 229.673473 1.518620 36.779176 1.13155e-05
1000 -30.901660 214.892472 0.881827 98.183069 1.28872e-05
1001 25.050124 152.524025 0.631799 80.673165 1.33658e-05
1002 37.390219 219.865271 0.905236 80.348631 1.28375e-05
1003 -87.584479 332.775191 1.372045 104.745505 1.1714e-05
1004 -18.160233 78.879692 0.332453 102.965115 1.38096e-05
1005 -36.499969 343.539449 1.377161 96.064741 1.17007e-05
1006 -23.934775 207.117460 0.847702 96.591938 1.29573e-05
1007 -28.128097 252.433321 1.026913 96.358116 1.25696e-05
1008 -40.233999 361.465278 1.445132 96.351338 1.15165e-05
1009 22.047914 318.578255 1.278604 86.041031 1.19582e-05
1010 79.228523 377.692218 1.527111 78.152839 1.12913e-05
1011 -16.931251 199.321940 0.814081 94.855291 1.30247e-05
1012 -7.211354 53.303506 0.221151 97.704684 1.39359e-05
1013 -46.719175 341.395817 1.373806 97.792383 1.17087e-05
1014 -50.728610 387.569191 1.545290 97.457005 1.12406e-05
1015 -14.207533 236.866570 0.961470 93.432555 1.27152e-05
1016 -21.169792 244.643146 0.993905 94.945676 1.26449e-05
1017 32.585182 117.143737 0.498260 74.455342 1.3582e-05
1018 -29.866063 159.647133 0.663430 100.596156 1.33109e-05
1019 11.317192 344.309839 1.373499 88.117411 1.17098e-05
1020 12.337519 288.659543 1.162340 87.552626 1.22494e-05
1021 10.699599 400.660103 1.581511 88.470284 1.11366e-05
1022 -25.786960 317.816014 1.276783 94.638704 1.1963e-05
1023 3.989230 380.247229 1.506373 89.398924 1.13487e-05
1024 -4.408665 266.659970 1.076386 90.947180 1.24549e-05
1025 10.017217 47.676667 0.200330 78.134331 1.39567e-05
1026 -29.034254 307.840478 1.240051 95.387965 1.20558e-05
1027 51.928865 176.681481 0.750677 73.621288 1.3149e-05
1028 -80.615951 324.897170 1.336871 103.935228 1.18063e-05
1029 33.155629 265.238755 1.078742 82.874817 1.24488e-05
1030 70.341970 291.658115 1.204946 76.440382 1.21436e-05
1031 -57.647468 395.593682 1.577758 98.291007 1.11468e-05
1032 76.339455 339.557205 1.386747 77.329400 1.16732e-05
1033 -14.624918 264.528611 1.069531 93.164474 1.24705e-05
1034 -22.887514 151.843520 0.627730 98.571719 1.33714e-05
1035 -15.572736 319.968423 1.282425 92.786364 1.19479e-05
1036 15.579556 298.621910 1.201144 87.013500 1.21536e-05
1037 -18.314568 282.261253 1.138954 93.712442 1.23057e-05
1038 34.682920 386.860681 1.536274 84.877002 1.12661e-05
1039 57.319825 251.777208 1.043394 77.174588 1.25313e-05
1040 93.526536 333.969747 1.382201 74.355366 1.16851e-05
1041 18.287966 336.448905 1.345141 86.888701 1.17842e-05
1042 -54.581765 200.722468 0.845778 105.212407 1.29614e-05
1043 9.456269 75.290210 0.311734 82.841273 1.38343e-05
1044 1.102166 342.147882 1.364698 89.815433 1.17335e-05
1045 44.935948 184.441410 0.773391 76.307630 1.31056e-05
1046 21.104300 374.463921 1.487176 86.774297 1.14018e-05
1047 15.068573 326.434809 1.306800 87.357043 1.18849e-05
1048 -47.597525 192.929348 0.808801 103.858671 1.30365e-05
1049 27.759391 394.819080 1.563260 85.978201 1.1189e-05
1050 48.705035 166.758904 0.708887 73.718575 1.32275e-05
1051 39.033247 136.990243 0.582817 74.095919 1.3448e-05
1052 -33.105691 149.730114 0.626873 102.467653 1.33743e-05
1053 20.738755 197.885019 0.809816 84.017125 1.30345e-05
1054 -77.364482 334.913395 1.370638 103.007087 1.17177e-05
1055 36.006241 302.937914 1.224262 83.221804 1.20961e-05
1056 13.207918 233.303031 0.947250 86.759789 1.27472e-05
1057 103.321319 364.150248 1.499954 74.159629 1.1366e-05
1058 77.289486 283.855019 1.182584 74.768466 1.22005e-05
1059 25.795328 300.776745 1.212067 85.098172 1.2126e-05
1060 69.865486 319.515402 1.307868 77.665791 1.18812e-05
1061 18.585372 132.684286 0.548544 82.026336 1.3503e-05
1062 28.504484 338.599361 1.355863 85.187986 1.17557e-05
1063 53.581736 269.535570 1.107856 78.756589 1.23806e-05
1064 -49.467220 303.558477 1.233779 99.255439 1.2072e-05
1065 99.714506 382.206070 1.560361 75.377923 1.11976e-05
1066 -5.067027 118.507477 0.486163 92.448306 1.35995e-05
1067 15.904079 95.137990 0.395872 80.509702 1.37286e-05
1068 -43.871821 379.518677 1.512912 96.594043 1.13298e-05
1069 54.086666 241.838829 1.002739 77.393393 1.26239e-05
1070 66.623617 309.473660 1.268060 77.850764 1.19851e-05
1071 4.613616 148.273994 0.606683 88.217790 1.34087e-05
1072 -59.678726 301.401501 1.232597 101.199931 1.20752e-05
1073 38.308276 368.777730 1.471307 84.069440 1.14438e-05
1074 74.004889 273.852317 1.142121 74.877796 1.22982e-05
1075 -62.900223 291.446915 1.197807 102.178807 1.21612e-05
1076 -9.956881 191.519605 0.781145 92.976061 1.30908e-05
1077 80.540200 293.896251 1.222970 74.674740 1.20989e-05
1078 -27.664879 224.810164 0.918992 97.015481 1.28086e-05
1079 39.720459 285.156065 1.158437 82.070080 1.22601e-05
1080 -24.839423 262.383845 1.064180 95.407975 1.24837e-05
1081 -13.179427 386.014352 1.528309 91.955451 1.12875e-05
1082 1.391947 138.350207 0.566280 89.423564 1.34747e-05
1083 64.824236 216.372086 0.916498 73.321988 1.28133e-05
1084 62.028141 383.336238 1.535944 80.808562 1.12655e-05
1085 7.845339 158.194395 0.647207 87.160855 1.33397e-05
1086 48.933841 342.960095 1.380759 81.879796 1.16906e-05
1087 -30.013005 363.617770 1.449424 94.718497 1.15034e-05
1088 8.369659 130.565263 0.535786 86.332172 1.35238e-05
1089 66.123099 337.338842 1.370734 78.909838 1.17168e-05
1090 65.401519 393.580276 1.574864 80.565328 1.11554e-05
1091 6.721260 213.469599 0.867853 88.196593 1.29166e-05
1092 -6.241773 378.069268 1.498468 90.945845 1.13702e-05
1093 25.282380 328.575834 1.317249 85.600026 1.18572e-05
1094 68.987710 375.453503 1.511783 79.588323 1.1334e-05
1095 -59.186502 273.712690 1.128081 102.201545 1.23327e-05
1096 -12.808691 357.883119 1.424369 92.049750 1.15727e-05
1097 36.887099 247.506973 1.012237 81.523339 1.26034e-05
1098 39.251217 312.919061 1.263526 82.850406 1.19966e-05
1099 -49.969873 331.366110 1.338240 98.575565 1.18026e-05
1100 97.233763 316.127886 1.321766 72.903291 1.18462e-05
1101 83.775955 303.913024 1.263059 74.588722 1.1996e-05
1102 -5.682690 146.172303 0.598346 92.226347 1.34222e-05
1103 35.809233 127.067065 0.540584 74.261439 1.35168e-05
1104 5.799229 268.777960 1.084713 88.763962 1.24358e-05
1105 -20.687688 217.031745 0.885439 95.445041 1.28793e-05
1106 -0.739764 248.919148 1.007072 90.170277 1.26149e-05
1107 34.172209 209.941284 0.864400 80.755025 1.29241e-05
1108 -63.906383 347.122320 1.405147 100.431536 1.16248e-05
1109 82.853092 359.680921 1.465158 77.028101 1.14612e-05
1110 24.502397 180.175681 0.741389 82.255756 1.31668e-05
1111 -12.353851 329.970713 1.319721 92.144109 1.18508e-05
1112 -51.336044 210.638373 0.880643 103.696904 1.28895e-05
1113 17.522935 392.589545 1.552988 87.444343 1.12188e-05
1114 29.361098 107.220241 0.455853 74.685603 1.3644e-05
1115 55.464652 363.103829 1.458549 81.315117 1.14793e-05
1116 46.663283 277.351227 1.132756 80.449647 1.23208e-05
1117 -32.587283 122.086784 0.517636 104.944914 1.35522e-05
1118 -16.681619 404.277841 1.595391 92.362842 1.1098e-05
1119 42.968491 295.119514 1.198090 81.716119 1.2161e-05
1120 -33.644876 177.364304 0.736156 100.741023 1.31767e-05
1121 120.209767 386.852643 1.597124 72.738002 1.10931e-05
1122 -30.256272 391.886587 1.553252 94.414860 1.12178e-05
1123 -3.991379 238.997452 0.968301 90.956780 1.27018e-05
1124 -6.434674 406.467956 1.602274 90.906957 1.10786e-05
1125 48.161067 194.363475 0.814884 76.083065 1.30241e-05
1126 60.133744 289.480326 1.188230 78.264846 1.21851e-05
1127 47.102026 249.648967 1.027139 79.315432 1.25684e-05
1128 7.239153 185.851650 0.758029 87.769386 1.31354e-05
1129 28.805492 134.830391 0.564320 77.940487 1.34784e-05
1130 1.610030 314.298486 1.259462 89.706498 1.20067e-05
1131 -69.434204 271.578603 1.129145 104.341532 1.23294e-05
1132 24.451315 384.636261 1.525276 86.362604 1.12967e-05
1133 -28.537477 280.115059 1.133975 95.817092 1.23175e-05
1134 30.953935 200.017356 0.823468 81.202906 1.30065e-05
1135 22.552247 290.810131 1.172957 85.565603 1.22237e-05
1136 -90.356512 294.990665 1.237427 107.029981 1.20617e-05
1137 -7.819064 80.970825 0.334107 95.515747 1.38077e-05
1138 57.828905 224.135831 0.938585 75.532726 1.27659e-05
1139 2.508929 258.847846 1.045891 89.444668 1.25258e-05
1140 41.716334 174.517418 0.731776 76.556382 1.31839e-05
1141 -35.491689 287.914564 1.166845 97.027489 1.22389e-05
1142 -83.850588 314.917227 1.303422 104.909785 1.18933e-05
1143 -74.119915 344.942385 1.404624 102.127101 1.16266e-05
1144 86.159195 369.793731 1.504276 76.884495 1.13542e-05
1145 -42.007477 268.037593 1.094292 98.907075 1.24136e-05
1146 7.288136 390.384793 1.543745 88.930463 1.12446e-05
1147 48.254710 399.305378 1.586630 83.109412 1.1121e-05
1148 -35.054989 260.242947 1.060431 97.671623 1.24919e-05
1149 -10.966784 71.023197 0.295281 98.777791 1.38546e-05
1150 43.867215 239.714342 0.986605 79.629739 1.26608e-05
1151 10.497005 195.762169 0.798159 86.930670 1.30574e-05
1152 8.073233 334.291994 1.335516 88.616562 1.18093e-05
1153 -34.640596 232.598367 0.953101 98.470732 1.27349e-05
1154 -29.352571 132.005211 0.553609 102.536286 1.34957e-05
1155 19.131541 105.060631 0.438012 79.679524 1.36691e-05
1156 -1.593122 304.309722 1.221371 90.299952 1.21033e-05
1157 103.751614 336.190520 1.400965 72.849273 1.16357e-05
1158 58.376385 196.526236 0.833866 73.456412 1.29855e-05
1159 67.530272 253.940774 1.061105 75.108037 1.24909e-05
1160 100.493672 326.162177 1.361481 72.875436 1.17416e-05
1161 14.283935 178.042820 0.728494 85.413126 1.31912e-05
1162 -1.858998 128.435873 0.526113 90.829249 1.35388e-05
1163 -21.576888 272.322672 1.101528 94.530241 1.23954e-05
1164 44.390826 212.058700 0.880054 78.176843 1.28912e-05
1165 100.052639 354.066756 1.460832 74.220701 1.14725e-05
1166 -53.686715 349.273314 1.406712 98.738528 1.16205e-05
1167 30.416811 227.650426 0.931483 82.389674 1.27818e-05
1168 9.969359 223.383469 0.907542 87.444648 1.28326e-05
1169 -11.546308 98.671164 0.407653 96.674287 1.37126e-05
1170 -47.094586 165.305957 0.701492 105.901906 1.32413e-05
1171 0.263092 193.630230 0.788536 89.922150 1.30742e-05
1172 -94.074793 312.797821 1.306255 106.738802 1.18857e-05
1173 41.559873 378.882571 1.509636 83.740215 1.13398e-05
1174 -55.078891 228.360710 0.952100 103.560320 1.27365e-05
1175 32.764325 292.973301 1.184928 83.618908 1.21931e-05
1176 19.702612 253.153402 1.026613 85.549712 1.25699e-05
1177 24.800523 356.507455 1.421601 86.020617 1.15802e-05
1178 -42.461183 295.735300 1.200147 98.170593 1.2156e-05
1179 -46.220026 313.532736 1.269418 98.385967 1.19814e-05
1180 75.649649 395.832218 1.589486 79.180362 1.11137e-05
1181 -22.567510 327.811668 1.313624 93.938195 1.18662e-05
1182 -5.851713 350.012295 1.394334 90.957816 1.16545e-05
1183 80.975013 266.083163 1.120709 73.073831 1.235e-05
1184 4.363504 352.174611 1.402331 89.290132 1.16321e-05
1185 -0.250897 221.273653 0.898327 90.064966 1.28503e-05
1186 -53.206716 321.357809 1.302829 99.401089 1.18941e-05
1187 2.459767 83.071736 0.341311 88.303959 1.37989e-05
1188 45.706002 332.930112 1.341780 82.183066 1.1794e-05
1189 -31.388323 242.514330 0.989907 97.374723 1.26532e-05
1190 59.669851 317.277751 1.291876 79.348899 1.19236e-05
1191 35.267641 154.672021 0.648226 77.155265 1.33375e-05
1192 -36.003913 315.676529 1.272464 96.506650 1.19737e-05
1193 -41.606695 240.389271 0.987657 99.819500 1.26574e-05
1194 -8.910696 136.251319 0.558929 93.741757 1.34877e-05
1195 -9.108949 339.978434 1.357003 91.534743 1.17531e-05
1196 -25.279594 290.055395 1.170925 94.980991 1.22285e-05
1197 32.038751 144.750565 0.606311 77.519498 1.34099e-05
1198 77.737740 256.118960 1.080116 73.115802 1.24464e-05
1199 50.346320 259.587555 1.067556 79.023905 1.2475e-05
1200 4.853913 324.282780 1.297479 89.142452 1.19084e-05
1201 103.008339 392.415977 1.599342 75.291813 1.10873e-05
1202 -74.558139 373.049042 1.506957 101.302302 1.13467e-05
1203 -0.218432 45.520203 0.187199 90.274936 1.39682e-05
1204 55.919589 335.120198 1.355700 80.526662 1.1757e-05
1205 -3.505891 35.618269 0.147217 95.621491 1.40074e-05
1206 -19.323767 337.822702 1.350517 93.273803 1.17692e-05
1207 -12.146003 126.332624 0.519886 95.491711 1.35485e-05
1208 -55.926937 283.650770 1.163066 101.153843 1.22469e-05
1209 -65.724578 253.863531 1.059030 104.515020 1.2496e-05
1210 -47.406456 397.747870 1.580637 96.796860 1.11384e-05
1211 -39.250703 305.701385 1.236253 97.316494 1.20657e-05
1212 12.681760 85.213586 0.353761 81.535187 1.37831e-05
1213 -56.438397 311.377981 1.267633 100.273533 1.19858e-05
1214 -29.538510 335.667314 1.345212 95.029037 1.17846e-05
1215 -71.198210 383.266511 1.541442 100.523695 1.12495e-05
1216 22.912872 87.372746 0.370829 75.305484 1.37597e-05
1217 35.493538 330.753184 1.328967 83.874958 1.18272e-05
1218 -51.827195 238.274663 0.987197 102.271284 1.26589e-05
1219 93.088597 361.909227 1.482124 75.575333 1.14156e-05
1220 -31.792299 270.172969 1.097113 96.711352 1.24058e-05
1221 27.174187 217.732753 0.891004 82.885972 1.28676e-05
1222 67.083287 281.673062 1.164757 76.603985 1.22435e-05
1223 3.003230 55.444405 0.228279 86.899517 1.39285e-05
1224 12.724748 260.971534 1.055324 87.208518 1.25038e-05
1225 51.792871 381.101135 1.522310 82.260734 1.13042e-05
1226 -12.670789 153.956046 0.631433 94.704916 1.33661e-05
1227 59.151260 345.159470 1.394820 80.275475 1.1654e-05
1228 -6.710511 201.434003 0.820075 91.908029 1.30136e-05
1229 -44.858698 230.474362 0.951668 101.014138 1.27377e-05
1230 -23.430565 179.495157 0.738121 97.437106 1.3172e-05
1231 -26.695813 373.727465 1.485780 94.085768 1.14056e-05
1232 -14.839273 88.770624 0.369501 99.490058 1.37628e-05
1233 54.610358 214.207657 0.897479 75.697611 1.28539e-05
1234 87.480761 286.107772 1.201738 72.998382 1.21515e-05
1235 14.579830 354.344076 1.411445 87.643839 1.16077e-05
1236 -2.993285 183.718945 0.749031 90.933423 1.31532e-05
1237 8.919841 102.913819 0.423789 85.046387 1.36906e-05
1238 19.294056 280.851985 1.133778 86.070052 1.23186e-05
1239 -22.370884 124.201031 0.516981 100.210541 1.35532e-05
1240 36.450844 275.203411 1.118680 82.455058 1.2355e-05
1241 -69.891808 299.248816 1.232786 103.146203 1.20729e-05
1242 -8.606210 312.145553 1.251703 91.579310 1.20269e-05
1243 55.152646 186.603915 0.792339 73.534430 1.30692e-05
1244 -67.596700 365.108504 1.473345 100.489052 1.14384e-05
1245 18.060640 160.328239 0.659104 83.572845 1.33169e-05
1246 -44.365080 202.848844 0.844318 102.336903 1.29645e-05
1247 10.880834 372.283057 1.477517 88.325875 1.14282e-05
1248 58.757778 373.218227 1.497342 81.053051 1.13734e-05
1249 -36.882879 167.446676 0.699793 102.421977 1.32448e-05
1250 63.797616 271.672724 1.124310 76.784538 1.23416e-05
1251 85.901033 398.085888 1.604920 77.823127 1.10713e-05
1252 -33.640537 381.671689 1.516974 95.037032 1.13189e-05
1253 -52.678806 293.592855 1.198283 100.172231 1.21606e-05
1254 -45.710258 285.783629 1.164237 99.087321 1.22448e-05
1255 40.132588 257.441145 1.052477 81.139458 1.25115e-05
1256 79.590555 349.608596 1.426012 77.174845 1.15685e-05
1257 -48.100572 220.557595 0.915976 102.302787 1.28148e-05
1258 83.308484 331.742037 1.364296 75.903145 1.17352e-05
1259 38.012046 397.057285 1.574484 84.531488 1.11563e-05
1260 13.240893 57.600823 0.242959 77.054129 1.39131e-05
1261 49.933932 287.308522 1.172696 80.140536 1.22237e-05
1262 6.229937 241.113052 0.976792 88.519907 1.26822e-05
1263 14.219944 382.434726 1.515312 87.870571 1.13229e-05
1264 82.512439 387.838358 1.565903 77.989421 1.11813e-05
1265 90.735475 296.125829 1.241990 72.964490 1.20511e-05
1266 34.719188 182.292003 0.756334 79.216642 1.31381e-05
1267 -40.605802 185.137240 0.772199 102.370694 1.31086e-05
1268 33.651186 237.576056 0.971901 81.938036 1.26927e-05
1269 25.593631 124.903132 0.522253 78.419941 1.35451e-05
1270 53.167972 297.284014 1.212527 79.860099 1.21245e-05
1271 71.277252 236.233950 0.998587 73.210221 1.26334e-05
