expid,mjd,fiber,wavelength,emission_line_coeff,continuum_coeff,x,y,xsig,ysig
55521,58923.58670971,100,5897.262944293412,-0.0007893941492329581,-0.001270219662799832,911.9096509959274,506.583749927933,1.0654295336171147,1.104107335728082
55522,58923.58755218,100,5897.262944293412,-0.0015011420578556756,-0.0006172578706709064,911.9165654542678,506.57345975403155,1.0670476260699064,1.0976904366215077
55523,58923.58837298,100,5897.262944293412,-0.0012621447980508682,-0.0005710485850008995,911.9124086490702,506.5887655681163,1.0660985593526435,1.0980554117809627
55705,58924.54365178,100,5897.262944293412,-0.0012979691486170175,-0.0010863385017866323,911.8657656459405,506.6110105652931,1.0671318188005035,1.1015090808887698
55706,58924.54449413,100,5897.262944293412,-0.0024844554716915157,-0.0018281529557397924,911.8608974811457,506.6085763036549,1.0653175735250437,1.100339691966993
55707,58924.54532435,100,5897.262944293412,-0.0018087846533917373,-0.001364330489347254,911.8642851826083,506.5987449762681,1.0685210536417886,1.1020883070187288
55708,58924.54625975,100,5897.262944293412,-0.0011206553558040788,-0.0017868709779201852,911.8530458083437,506.604384227242,1.065922950971938,1.1023588493155083
55709,58924.54708252,100,5897.262944293412,-0.0017831622048449791,-0.0017036211052017247,911.8614602548625,506.5989638132662,1.066700233137195,1.1015367449684983
55166,58922.05925228,100,6003.814916170922,-0.001285226039997589,-0.0009441626237502998,912.6823386241972,697.3330854082019,1.0918215266647844,1.124285579213874
55167,58922.06024624,100,6003.814916170922,0.00016782348495403276,-0.00029046322277970216,912.688330223498,697.3358592947784,1.0944485981029797,1.1265000023541465
55168,58922.06106903,100,6003.814916170922,-0.0010815637298460246,-0.00032915250202780744,912.6790962702447,697.3435419570474,1.092501996299616,1.1236795076863975
55169,58922.06189993,100,6003.814916170922,0.0009979538828206458,0.00022018266809764597,912.6844218214661,697.3365361512513,1.0952336477659805,1.1272973067439296
55170,58922.06272496,100,6003.814916170922,-0.00010163107754124212,-0.00034074014219753757,912.6790490279051,697.3306522067446,1.0929401768762395,1.12477354558377
55207,58922.12006059,100,6003.814916170922,0.00013815584287524274,-8.750444236604871e-05,912.685257575467,697.3373908468668,1.09352959192071,1.1268360768582555
55208,58922.1208968,100,6003.814916170922,-0.0013150817423418504,-0.0008349383930100762,912.702377778792,697.3341832142285,1.091773437348182,1.1237735226998173
55209,58922.1217188,100,6003.814916170922,-0.0006818375335185811,-0.00042538239708034276,912.6833197675029,697.324657533097,1.0936880290771578,1.1247968875751704
55210,58922.12272273,100,6003.814916170922,-0.0009225850813178171,-0.0008184394277526152,912.6930385380705,697.3360531874162,1.092035375623299,1.1254411098214898
55211,58922.12354326,100,6003.814916170922,0.0005356485025735935,4.001570039968705e-05,912.6895373009739,697.3275471559975,1.0949058251251578,1.1266006916345441
55248,58922.1764036,100,6003.814916170922,-0.0003241623438230423,0.00014789071256648967,912.6980013549518,697.3197763901983,1.0952793946068162,1.125095662878411
55249,58922.17722244,100,6003.814916170922,-0.0011587291434109748,-0.000702980000145681,912.6977452737386,697.3319858147063,1.0918189503636728,1.1260108570339629
55250,58922.17805521,100,6003.814916170922,-6.229162101745178e-05,-0.0003046267730608676,912.7066746699937,697.3155830364458,1.0951121219098323,1.1260507383842109
55251,58922.17887169,100,6003.814916170922,0.00036646567233078464,4.1573807801231766e-05,912.687287473241,697.3340278682604,1.0942845917382298,1.1260942162074323
55252,58922.17988163,100,6003.814916170922,-0.0008834593261120016,-0.0010382244798529117,912.688017085901,697.3260867692504,1.0928387898473186,1.1263710182319893
55289,58922.22469083,100,6003.814916170922,-0.0011147856131578093,-0.0012486660942067074,912.6983245700073,697.3314794264918,1.0919754293073973,1.125498927469719
55290,58922.22551521,100,6003.814916170922,-0.0008100003286705126,-0.0015136370616505301,912.6953408498778,697.3220202681628,1.0905380704291934,1.1263124397335018
55291,58922.22645958,100,6003.814916170922,0.00010890896013870943,-0.00038405058683399496,912.6933970302225,697.3211342271973,1.0942623868934982,1.1269423260551052
55292,58922.22727953,100,6003.814916170922,-0.0016971857812013713,-0.0008461988295734857,912.7011006027449,697.3102234858513,1.091252673823012,1.122684949183306
55293,58922.22810238,100,6003.814916170922,-0.0015666626612261814,-0.0013866914788377427,912.6928171814222,697.3195815957492,1.0913834343516229,1.1237312783093147
55492,58923.56230229,100,6003.814916170922,1.1314874199142011e-05,-0.0004461530719499507,912.6336307788356,697.3247462681375,1.0931812232778495,1.1269471083461216
55493,58923.5631267,100,6003.814916170922,-0.00020243241648520982,-0.0003488280742515171,912.6344040901171,697.323158934425,1.0938043549117562,1.1263913923666615
55494,58923.56395585,100,6003.814916170922,0.00017473721596461544,-0.0001537078111014667,912.6377139957374,697.3153391104231,1.0934280526845985,1.1253638870258271
55495,58923.5649465,100,6003.814916170922,0.00012389175668436891,9.984689901032517e-05,912.6349590499738,697.3183322384834,1.0941734072439369,1.1259212599238133
55496,58923.56577204,100,6003.814916170922,-0.0015128686761151089,-0.0005374298508104003,912.6274697606495,697.3041609225734,1.0929018135310669,1.1231666229923527
55519,58923.58502585,100,6003.814916170922,-0.00019301405607508038,-0.0003149615676167894,912.6334675254786,697.32196628784,1.093644009234191,1.1247420298810733
55520,58923.58588517,100,6003.814916170922,-0.00040478724863413085,-0.0007468106452572787,912.6368156231254,697.3245461109468,1.0918347541525333,1.1258580909262208
55521,58923.58670971,100,6003.814916170922,-0.0006215393154682669,-0.0009368679687286052,912.6383366605791,697.3228591304792,1.091963394770077,1.1276371413044781
55522,58923.58755218,100,6003.814916170922,-0.0014603754007075365,-0.0005370888358803283,912.6450601495333,697.3104136577695,1.0934109912996368,1.1224281214154297
55523,58923.58837298,100,6003.814916170922,-0.0011403515550048038,-0.00043845482385351797,912.6300732354865,697.3277558758771,1.0926401829315175,1.1222820695673812
55705,58924.54365178,100,6003.814916170922,-0.0010185999703241633,-0.00117181508486508,912.5888871415257,697.3386829368014,1.0927027806416054,1.1263506594521264
55706,58924.54449413,100,6003.814916170922,-0.0019685694465338965,-0.0015731692236841122,912.5800597799533,697.3463689515663,1.09226592030936,1.1247068144759604
55707,58924.54532435,100,6003.814916170922,-0.0019790606859166893,-0.001690309669127088,912.5776448896918,697.3366870580046,1.093470300606285,1.1259675125807553
55708,58924.54625975,100,6003.814916170922,-0.0020529370443466144,-0.002168679833605247,912.5700485647404,697.3329670212822,1.0909354707191308,1.124594626322512
55709,58924.54708252,100,6003.814916170922,-0.002192727856285548,-0.0016885873384852035,912.5798561627447,697.3362697518683,1.0925911405543034,1.1243111442667832
55166,58922.05925228,100,6110.366888048431,-0.0007721293730639234,-0.0008122441875765274,913.4742268787481,889.2135064749064,1.1126494853248696,1.1481853301503655
55167,58922.06024624,100,6110.366888048431,9.349517258305795e-05,-0.0001521203550473027,913.4727848060365,889.2143730632345,1.1147250976016805,1.1488337760366027
55168,58922.06106903,100,6110.366888048431,-0.0008572476728918588,-0.0004259756663775871,913.474460311636,889.2253409315858,1.1130837763327894,1.1471877960158106
55169,58922.06189993,100,6110.366888048431,0.0008523066913761479,0.0004208704706978317,913.4728876529407,889.2153922526345,1.1157496225731829,1.1498690353517904
55170,58922.06272496,100,6110.366888048431,-0.0001644197093844113,-0.00024100160515161395,913.4672028795953,889.2132455019366,1.113602299460449,1.147443246985393
55207,58922.12006059,100,6110.366888048431,0.0004457746408410568,-5.478887378329578e-05,913.4769768607324,889.2163443194183,1.1140408935751522,1.1501776957270695
55208,58922.1208968,100,6110.366888048431,-0.0007560273945723672,-0.0006185563597621568,913.484486124831,889.2141447794822,1.1124908514808771,1.1475291877890907
55209,58922.1217188,100,6110.366888048431,-0.0005811192411692145,-0.0005052754530457948,913.4758398910868,889.2047582465761,1.1135341450770295,1.1482392402756854
55210,58922.12272273,100,6110.366888048431,-0.0008507711912373317,-0.0007185523350906609,913.482126754445,889.2168957666643,1.1124452237980795,1.1479130288124062
55211,58922.12354326,100,6110.366888048431,0.0003151874604778726,-0.00013381592539030152,913.4824143222742,889.2137895996223,1.1147836045679853,1.149278031516891
55248,58922.1764036,100,6110.366888048431,7.49393682606403e-05,0.00012051269125046282,913.4823641810096,889.202928673328,1.1153465083590983,1.1485150314726171
55249,58922.17722244,100,6110.366888048431,-0.0008310302004824743,-0.0005130488298110691,913.4895623254329,889.2084424285638,1.1129510280000854,1.1488323571162466
55250,58922.17805521,100,6110.366888048431,-1.3330510262643536e-05,-0.00028176948479652353,913.4900248107984,889.2015586580917,1.1149834543860508,1.148800895777682
55251,58922.17887169,100,6110.366888048431,8.097521789540707e-06,-1.6330942548159477e-05,913.4781164712783,889.2081034877081,1.1146321366030891,1.1483189135067777
55252,58922.17988163,100,6110.366888048431,-0.0008367187071940396,-0.000824073259157565,913.4798771249997,889.2081348123431,1.113584679357399,1.1489432709078289
55289,58922.22469083,100,6110.366888048431,-0.0007219429120706167,-0.0010566341501059284,913.4895296085372,889.2102234739141,1.112697104057042,1.1491018527992884
55290,58922.22551521,100,6110.366888048431,-0.0008521471944211712,-0.001413456394635637,913.4899585426926,889.200132688941,1.1109986565892926,1.14902946367468
55291,58922.22645958,100,6110.366888048431,7.879474986882684e-05,-0.0005218456025252172,913.4872283698194,889.2049595104172,1.1142270179704028,1.1500761016857
55292,58922.22727953,100,6110.366888048431,-0.0013993441364156256,-0.0008320401309164227,913.4911039194819,889.194179418088,1.1119364091305444,1.1463121768216522
55293,58922.22810238,100,6110.366888048431,-0.0013289153449924651,-0.0010720768458711838,913.4870106757863,889.2039753198735,1.1123043284716359,1.1468480721449366
55492,58923.56230229,100,6110.366888048431,-0.00013900972030533865,-0.0005081050654458519,913.4221331242749,889.1992342808355,1.1135324768710937,1.1498527219686348
55493,58923.5631267,100,6110.366888048431,-3.63218223369266e-05,-0.0003049881512652286,913.425757590673,889.2073538859997,1.1141723917618311,1.14976474177811
55494,58923.56395585,100,6110.366888048431,6.498530939613723e-05,-0.00015372462079021876,913.4291540870822,889.1997058116381,1.113848613396737,1.1485468877492515
55495,58923.5649465,100,6110.366888048431,-0.00022539004303634425,-4.1125608639003275e-05,913.4239806133876,889.2000921792057,1.1144018078940283,1.148013598383983
55496,58923.56577204,100,6110.366888048431,-0.0013369622130220415,-0.00044301875616459263,913.4213682549008,889.1932112403065,1.1134037238849448,1.1464753134450911
55519,58923.58502585,100,6110.366888048431,-0.00019900720212007172,-0.0003955997858171578,913.4255115545471,889.2034627516553,1.1137364656033606,1.148639299823497
55520,58923.58588517,100,6110.366888048431,-0.00029325684409975405,-0.0006709573892758058,913.4268705953765,889.2054990228105,1.112430204463904,1.1492831952361764
55521,58923.58670971,100,6110.366888048431,-0.000562135671092201,-0.0007734084854795764,913.4306344767318,889.2055528053313,1.1128425269542839,1.1501133152407201
55522,58923.58755218,100,6110.366888048431,-0.0013500231143167563,-0.0005069232316781136,913.4354005944641,889.1951727175201,1.1140182151339824,1.145853200215151
55523,58923.58837298,100,6110.366888048431,-0.001139754491745748,-0.00038463867899030113,913.4223920479769,889.2082263975253,1.1134087876802132,1.1454351353070975
55705,58924.54365178,100,6110.366888048431,-0.0012539682489079995,-0.0014942852552480845,913.3747569596785,889.2177419148406,1.1128604309347614,1.1497698401065533
55706,58924.54449413,100,6110.366888048431,-0.0019869325872711174,-0.0016522295214450589,913.368959454867,889.2241515728228,1.11269346756158,1.147909282496992
55707,58924.54532435,100,6110.366888048431,-0.002225829316255812,-0.001930622415733274,913.3669601707672,889.2213307968993,1.1129388727818326,1.1487431350029504
55708,58924.54625975,100,6110.366888048431,-0.002605292856868169,-0.0022854777959546713,913.364001607969,889.2189149111953,1.1107868975256094,1.146533849231695
55709,58924.54708252,100,6110.366888048431,-0.00255051429747577,-0.001837515151993152,913.3684251425811,889.2175855431115,1.1126345081169589,1.1467841420010492
55166,58922.05925228,100,6216.91885992594,-0.00040860043432278115,-0.0006751276055870781,914.2687941687743,1082.153694504409,1.1282271129504429,1.1693233412400201
55167,58922.06024624,100,6216.91885992594,-1.019328924223295e-05,-4.2710001537105136e-05,914.26505704332,1082.1512749888611,1.1298753871148237,1.168821760504641
55168,58922.06106903,100,6216.91885992594,-0.000723843964715587,-0.0005059145502327445,914.2723301624567,1082.1621051991838,1.128277501443422,1.168089856582007
55169,58922.06189993,100,6216.91885992594,0.0006558549682138537,0.00046257249992520677,914.2669263884388,1082.1570285797834,1.130719668262421,1.1701063828159137
55170,58922.06272496,100,6216.91885992594,-0.00014803843520505566,-0.00015656975454836353,914.2645278240526,1082.155195414006,1.1291006498486593,1.1679836076149492
55207,58922.12006059,100,6216.91885992594,0.0005260686558805627,-8.092174682117204e-05,914.2724026775514,1082.1512382091266,1.129077738501841,1.1707136401282017
55208,58922.1208968,100,6216.91885992594,-0.0004436906474897251,-0.0004970236393504468,914.2750651151146,1082.1525511837972,1.127860832010467,1.1685399345190204
55209,58922.1217188,100,6216.91885992594,-0.0005208156009617326,-0.0005418122487282906,914.2734246197966,1082.1472536617728,1.1284018672506226,1.1690195031206978
55210,58922.12272273,100,6216.91885992594,-0.0007069571440427858,-0.0005711038662703505,914.2750698604008,1082.153915448858,1.1278138991410218,1.1681582321120336
55211,58922.12354326,100,6216.91885992594,0.00013190171478916213,-0.0002953975560571198,914.2779325223254,1082.156511616256,1.1292475967680857,1.1696708161976732
55248,58922.1764036,100,6216.91885992594,0.00012742067704540894,-3.6248234413283065e-05,914.2741064354858,1082.1444866365682,1.129767141585869,1.1692248768964777
55249,58922.17722244,100,6216.91885992594,-0.000672887343384998,-0.00041812727278744966,914.2831188343616,1082.1438396153135,1.1282918707073946,1.1690903984521273
55250,58922.17805521,100,6216.91885992594,-0.00018200183726824193,-0.0003950917421305933,914.281917826526,1082.146882146028,1.1293809040386025,1.169095621445779
55251,58922.17887169,100,6216.91885992594,-0.0001998734626074139,-5.617026715099005e-05,914.2747803516531,1082.1435113663665,1.1297414638810621,1.1683912671369758
55252,58922.17988163,100,6216.91885992594,-0.0007781492650598132,-0.0006884317169377763,914.2775504515346,1082.1488213279833,1.1288907594222537,1.1692576531094983
55289,58922.22469083,100,6216.91885992594,-0.0005480475639071392,-0.0009620116356958697,914.2850973716618,1082.1441613027946,1.1277984874494256,1.169883991858217
55290,58922.22551521,100,6216.91885992594,-0.0008383754655617581,-0.0012438742266646097,914.284865598839,1082.1387125979545,1.1264755398729016,1.1692973305731376
55291,58922.22645958,100,6216.91885992594,6.464911941606033e-05,-0.0005720602990467727,914.2842777464937,1082.1450576509967,1.1290665045424935,1.17060302450787
55292,58922.22727953,100,6216.91885992594,-0.0011091521641847235,-0.0007806303438718798,914.2847690259231,1082.1403345029842,1.127375502274101,1.167463524947815
55293,58922.22810238,100,6216.91885992594,-0.0011216952003010316,-0.0008768566439233405,914.2867159296937,1082.1437409601622,1.1277859232376062,1.1677042281589576
55492,58923.56230229,100,6216.91885992594,-0.0002867711299208153,-0.0005065134590475084,914.2190805004154,1082.1340387142436,1.128659525249864,1.1700322343465488
55493,58923.5631267,100,6216.91885992594,-4.146412186245563e-05,-0.00033822835761443404,914.2216961544685,1082.1470187488585,1.1290364776302817,1.1703766559345796
55494,58923.56395585,100,6216.91885992594,-6.669483779919716e-05,-0.00015290065404061082,914.2243535948768,1082.1398365280324,1.1290168238632539,1.1690233851451597
55495,58923.5649465,100,6216.91885992594,-0.000386319486396669,-0.00013534271096815598,914.2210928303442,1082.1393722854057,1.1292722064379312,1.1681600361537665
55496,58923.56577204,100,6216.91885992594,-0.0010954823788942303,-0.00031821472367010717,914.2203265640187,1082.137656031924,1.1286953996577296,1.1674104512460861
55519,58923.58502585,100,6216.91885992594,-0.00021519864975627634,-0.000419035875657392,914.2234319060063,1082.1413258850678,1.128740719035462,1.169639389359079
55520,58923.58588517,100,6216.91885992594,-0.0002514921439308315,-0.0005994880848915196,914.2244072529576,1082.1437063541284,1.1276471510813022,1.169928059692583
55521,58923.58670971,100,6216.91885992594,-0.0004942551369236936,-0.0006470443557082817,914.2249237884171,1082.145457933584,1.128375608669415,1.170196519244377
55522,58923.58755218,100,6216.91885992594,-0.0012689121190877506,-0.0005410745858210886,914.2283278677922,1082.139200935571,1.128967045343501,1.1667956505208228
55523,58923.58837298,100,6216.91885992594,-0.0011001395263832148,-0.000352273274460968,914.2205986100462,1082.1461705459606,1.1287787116667198,1.1662282125438896
55705,58924.54365178,100,6216.91885992594,-0.0014292641937407868,-0.001722031224151932,914.1646305960446,1082.1579638224493,1.1280082572683294,1.1703889507343492
55706,58924.54449413,100,6216.91885992594,-0.0019302884965087808,-0.00165480902262638,914.163343845946,1082.1604833815459,1.1279450578641708,1.1685500251872798
55707,58924.54532435,100,6216.91885992594,-0.00217279265814041,-0.0019105131654183483,914.1632040949763,1082.1636414663076,1.127922135458032,1.1690580864238398
55708,58924.54625975,100,6216.91885992594,-0.002675519202138932,-0.0021648205234071627,914.1630573405348,1082.163502945542,1.1260677940358237,1.1666347433512947
55709,58924.54708252,100,6216.91885992594,-0.0025109981730362385,-0.0018515128537960335,914.1623199169352,1082.1571901934121,1.1277769984480097,1.1673185770004046
55166,58922.05925228,100,6323.470831803449,-0.0002687489063470938,-0.0006509535999477123,914.9982224067832,1276.1252260498475,1.1389670814440684,1.1879881607261802
55167,58922.06024624,100,6323.470831803449,-0.0002265888962063034,-5.5804009069460037e-05,914.9941962453655,1276.1219943746278,1.1403192356259733,1.1866959527569654
55168,58922.06106903,100,6323.470831803449,-0.0006404573146086001,-0.0005383675573891189,915.0024624052214,1276.1289610798808,1.1391414370953639,1.1867293133291745
55169,58922.06189993,100,6323.470831803449,0.00047947275341497786,0.0004345494382194115,914.9976672350939,1276.1301338466717,1.1413555586330215,1.1883356697042073
55170,58922.06272496,100,6323.470831803449,-0.00015458924776079463,-0.00015614909846095593,914.9980417454641,1276.1283791549886,1.1398548088766256,1.186546971132192
55207,58922.12006059,100,6323.470831803449,0.00044093557576529996,-0.00012701429420158838,915.0024862953074,1276.119623043566,1.139762454595033,1.188866507519317
55208,58922.1208968,100,6323.470831803449,-0.0003286487776998914,-0.00045433716999876417,915.0038966751766,1276.1228194879088,1.138796795596704,1.1871668773598676
55209,58922.1217188,100,6323.470831803449,-0.0005852060568614093,-0.0006121016695832537,915.0036598797122,1276.1212587759078,1.1387492200943892,1.187426573761244
55210,58922.12272273,100,6323.470831803449,-0.0006508935857935105,-0.000507284009319986,915.0042088064528,1276.1225482983482,1.138616271301595,1.1863494120733435
55211,58922.12354326,100,6323.470831803449,6.604732175397032e-06,-0.0003987765154939149,915.0066571360621,1276.1281631771672,1.1395158715018163,1.1879896425576597
55248,58922.1764036,100,6323.470831803449,5.6361332381182905e-05,-0.00014531361563385747,915.004252916243,1276.1163535381183,1.1402665901654288,1.1874966892953838
55249,58922.17722244,100,6323.470831803449,-0.0006168419758790789,-0.00035252967715493355,915.0091116480274,1276.113088940961,1.1391806234793243,1.1871305670011505
55250,58922.17805521,100,6323.470831803449,-0.00044534265669682327,-0.0005450624722017627,915.0118768025155,1276.1209096479802,1.139556042704321,1.1871850469435896
55251,58922.17887169,100,6323.470831803449,-0.0003714523419062754,-0.00015461328567478727,915.0072763200774,1276.1131709116103,1.1402949813803231,1.1865125515792079
55252,58922.17988163,100,6323.470831803449,-0.0007364967546942269,-0.0006030593839204679,915.0098416766916,1276.120096410939,1.1397289524369814,1.1875897104816173
55289,58922.22469083,100,6323.470831803449,-0.00053885586272584,-0.000909730080126625,915.0148068638147,1276.1110306816856,1.138473571897354,1.1881583050835423
55290,58922.22551521,100,6323.470831803449,-0.0009407392440982099,-0.0011603176505391444,915.0128377403712,1276.109773077968,1.1373596859058301,1.1873709992004855
55291,58922.22645958,100,6323.470831803449,3.235574232984817e-06,-0.0005910912274553759,915.0137350298791,1276.1155981299648,1.1394867060704423,1.1888251560347514
