NIGHT,EXPID,CAMERA,AMP,RDNOISE,GAIN
20220602,137853,b1,D,3.251112438615712,1.304
20220602,137853,r1,A,2.926682398229702,1.626
20220602,137853,r1,B,2.820314147398938,1.611
20220602,137853,r1,C,2.70821051439364,1.403
20220602,137853,r1,D,2.620784473171649,1.436
20220602,137853,z1,A,2.612246796789622,1.439
20220602,137853,z1,B,2.417044914274455,1.484
20220602,137853,z1,C,3.681068731601748,1.603
20220602,137853,z1,D,2.571742353363463,1.49
20220602,137853,b2,A,3.573529285576446,1.119
20220602,137853,b2,B,3.122371735806984,1.12
20220602,137853,b2,C,3.124025015473875,1.118
20220602,137853,b2,D,3.027265465495494,1.114
20220602,137853,r2,A,2.669344193105475,1.653
20220602,137853,r2,B,4.513295621365462,1.594
20220602,137853,r2,C,2.453495667181142,1.509
20220602,137853,r2,D,2.462119772380647,1.47
20220602,137853,z2,A,2.278332160480255,1.432
20220602,137853,z2,B,2.249628009718841,1.494
20220602,137853,z2,C,2.661943151353588,1.593
20220602,137853,z2,D,2.324578454016456,1.524
20220602,137853,b3,A,3.757365473907147,1.145
20220602,137853,b3,B,2.930329637185799,1.132
20220602,137853,b3,C,3.590870844494315,1.159
20220602,137853,b3,D,3.02246862940589,1.164
20220602,137853,r3,A,2.665485499589246,1.681
20220602,137853,r3,B,3.165238393169324,1.625
20220602,137853,r3,C,2.333237833901737,1.477
20220602,137853,r3,D,2.276287526796319,1.492
20220602,137853,z3,A,2.778931942686625,1.445
20220602,137853,z3,B,2.625704350953074,1.481
20220602,137853,z3,C,3.097007748293694,1.697
20220602,137853,z3,D,3.131470587924663,1.682
20220602,137853,b4,A,4.006655986334904,1.068
20220602,137853,b4,B,3.024070113194575,1.088
20220602,137853,b4,C,3.419518599589823,1.076
20220602,137853,b4,D,2.961491175377833,1.083
20220602,137853,r4,A,2.942582239246474,1.652
20220602,137853,r4,B,2.916815550429896,1.572
20220602,137853,r4,C,2.568358783567649,1.519
20220602,137853,r4,D,2.479136531100706,1.446
20220602,137853,z4,A,2.578377712669252,1.64
20220602,137853,z4,B,2.442940398807386,1.631
20220602,137853,z4,C,2.665483856815255,1.665
20220602,137853,z4,D,2.309308668592676,1.509
20220602,137853,b5,A,4.055209998591911,1.122
20220602,137853,b5,B,3.040077637631338,1.127
20220602,137853,b5,C,4.389441625259503,1.162
20220602,137853,b5,D,3.072774776237923,1.132
20220602,137853,r5,A,3.167010646750982,1.684
20220602,137853,r5,B,3.077806075577466,1.655
20220602,137853,r5,C,2.868004992699202,1.467
20220602,137853,r5,D,2.711628600562775,1.509
20220602,137853,z5,A,2.427302345998906,1.572
20220602,137853,z5,B,2.217047976538557,1.511
20220602,137853,z5,C,2.640284446502467,1.72
20220602,137853,z5,D,2.512865600441431,1.658
20220602,137853,b6,A,3.89529339477484,1.29
20220602,137853,b6,B,3.284216275597338,1.284
20220602,137853,b6,C,3.18000749182242,1.292
20220602,137853,b6,D,3.167340652305676,1.295
20220602,137853,r6,A,2.687786473987942,1.704
20220602,137853,r6,B,3.1327921077924,1.665
20220602,137853,r6,C,2.391488216935664,1.491
20220602,137853,r6,D,2.302928330314209,1.531
20220602,137853,z6,A,2.174051797629483,1.387
20220602,137853,z6,B,2.285800546570115,1.518
20220602,137853,z6,C,2.376970256373399,1.534
20220602,137853,z6,D,2.439325778885272,1.554
20220602,137853,b7,A,3.271525873069463,1.117
20220602,137853,b7,B,2.775906502175458,1.117
20220602,137853,b7,C,3.15561291606491,1.127
20220602,137853,b7,D,2.802506056203899,1.128
20220602,137853,r7,A,2.620462939783927,1.666
20220602,137853,r7,B,2.53042775007266,1.67
20220602,137853,r7,C,2.2148525209605,1.444
20220602,137853,r7,D,2.273226524203646,1.505
20220602,137853,z7,A,2.369549827659723,1.533
20220602,137853,z7,B,2.475664557379182,1.53
20220602,137853,z7,C,2.676661902994673,1.667
20220602,137853,z7,D,2.510203190244729,1.547
20220602,137853,b8,A,3.616890691580218,1.091
20220602,137853,b8,B,2.96813323736266,1.121
20220602,137853,b8,C,3.196883836238721,1.141
20220602,137853,b8,D,3.09951673358553,1.135
20220602,137853,r8,A,2.686443337136548,1.627
20220602,137853,r8,B,2.228992730798892,1.482
20220602,137853,r8,C,2.599067169382411,1.581
20220602,137853,r8,D,2.58719018711754,1.589
20220602,137853,z8,A,2.498562189213856,1.466
20220602,137853,z8,B,2.231287230528967,1.498
20220602,137853,z8,C,2.604617936355962,1.655
20220602,137853,z8,D,2.558920191008147,1.658
20220602,137853,b9,A,3.582545973456477,1.106
20220602,137853,b9,B,2.750933211263511,1.083
20220602,137853,b9,C,3.132999748273737,1.115
20220602,137853,b9,D,3.10855237317302,1.12
20220602,137853,r9,A,2.637648955925446,1.591
20220602,137853,r9,B,2.180696241559422,1.412
20220602,137853,r9,C,2.933537130767735,1.543
20220602,137853,r9,D,2.147736767699246,1.406
20220602,137853,z9,A,2.327395369825698,1.436
20220602,137853,z9,B,2.357118803705785,1.496
20220602,137853,z9,C,2.657735542857284,1.625
20220602,137853,z9,D,2.418784740188185,1.531
20220603,137941,b0,A,4.118299761040594,1.133
20220603,137941,b0,B,3.026839564066461,1.117
20220603,137941,b0,C,3.568225352770613,1.122
20220603,137941,b0,D,3.752316144232798,1.122
20220603,137941,r0,A,2.781797420220152,1.655
20220603,137941,r0,B,2.52238627769651,1.488
20220603,137941,r0,C,2.703695649498295,1.583
20220603,137941,r0,D,2.423046554097634,1.507
20220603,137941,z0,A,2.622416047309048,1.614
20220603,137941,z0,B,2.311094759480155,1.519
20220603,137941,z0,C,2.648896520373877,1.673
20220603,137941,z0,D,2.353428755587584,1.491
20220603,137941,b1,A,4.621955366404487,1.308
20220603,137941,b1,B,3.217922058767619,1.286
20220603,137941,b1,C,4.0303448704186,1.288
20220603,137941,b1,D,3.248566476945032,1.304
20220603,137941,r1,A,2.924597663786877,1.626
20220603,137941,r1,B,2.810874039393719,1.611
20220603,137941,r1,C,2.696759282087148,1.403
20220603,137941,r1,D,2.614217194495708,1.436
20220603,137941,z1,A,2.607097095500132,1.439
20220603,137941,z1,B,2.409827151777615,1.484
20220603,137941,z1,C,3.675399973849312,1.603
20220603,137941,z1,D,2.568269039784247,1.49
20220603,137941,b2,A,3.564968556045674,1.119
20220603,137941,b2,B,3.094001699035042,1.12
20220603,137941,b2,C,3.114115742986494,1.118
20220603,137941,b2,D,3.00965525347105,1.114
20220603,137941,r2,A,2.672021087277725,1.653
20220603,137941,r2,B,4.493691900553909,1.594
20220603,137941,r2,C,2.448452676627808,1.509
20220603,137941,r2,D,2.456562137706642,1.47
20220603,137941,z2,A,2.275006043373283,1.432
20220603,137941,z2,B,2.217309330408586,1.494
20220603,137941,z2,C,2.66800427188612,1.593
20220603,137941,z2,D,2.33354917859038,1.524
20220603,137941,b3,A,3.721002164092154,1.145
20220603,137941,b3,B,2.930870094815703,1.132
20220603,137941,b3,C,3.207195388413703,1.159
20220603,137941,b3,D,3.021690047866128,1.164
20220603,137941,r3,A,2.659830414667455,1.681
20220603,137941,r3,B,3.112367071232197,1.625
20220603,137941,r3,C,2.335632587554999,1.477
20220603,137941,r3,D,2.266393437437796,1.492
20220603,137941,z3,A,2.785413003832212,1.445
20220603,137941,z3,B,2.608522344143476,1.481
20220603,137941,z3,C,3.090854997374495,1.697
20220603,137941,z3,D,3.123577116783963,1.682
20220603,137941,b4,A,3.949695956766563,1.068
20220603,137941,b4,B,3.034695026329976,1.088
20220603,137941,b4,C,3.420563260103314,1.076
20220603,137941,b4,D,2.948578462785688,1.083
20220603,137941,r4,A,2.935665489057113,1.652
20220603,137941,r4,B,2.910203289168322,1.572
20220603,137941,r4,C,2.569293180634091,1.519
20220603,137941,r4,D,2.486090910889846,1.446
20220603,137941,z4,A,2.562723404423717,1.64
20220603,137941,z4,B,2.440833001885197,1.631
20220603,137941,z4,C,2.66568258829537,1.665
20220603,137941,z4,D,2.310047259870083,1.509
20220603,137941,b5,A,3.992971432743214,1.122
20220603,137941,b5,B,2.984645057878508,1.127
20220603,137941,b5,C,4.319561804720449,1.162
20220603,137941,b5,D,3.037368114919207,1.132
20220603,137941,r5,A,3.172965974269774,1.684
20220603,137941,r5,B,3.084447580066047,1.655
20220603,137941,r5,C,2.854245080078871,1.467
20220603,137941,r5,D,2.683484473510831,1.509
20220603,137941,z5,A,2.424825591596975,1.572
20220603,137941,z5,B,2.20528781323628,1.511
20220603,137941,z5,C,2.628547217024572,1.72
20220603,137941,z5,D,2.503662934757214,1.658
20220603,137941,b6,A,3.879736668351356,1.29
20220603,137941,b6,B,3.264187724661888,1.284
20220603,137941,b6,C,3.16533334825934,1.292
20220603,137941,b6,D,3.151067323389811,1.295
20220603,137941,r6,A,2.68558125396539,1.704
20220603,137941,r6,B,3.116643851314684,1.665
20220603,137941,r6,C,2.38064443905778,1.491
20220603,137941,r6,D,2.290069062402103,1.531
20220603,137941,z6,A,2.183724799780766,1.387
20220603,137941,z6,B,2.28088396336812,1.518
20220603,137941,z6,C,2.380904226408944,1.534
20220603,137941,z6,D,2.418729015452673,1.554
20220603,137941,b7,A,3.282720645522403,1.117
20220603,137941,b7,B,2.791238671453522,1.117
20220603,137941,b7,C,3.197377508106849,1.127
20220603,137941,b7,D,2.818675216411335,1.128
20220603,137941,r7,A,2.605600850644138,1.666
20220603,137941,r7,B,2.520328678712752,1.67
20220603,137941,r7,C,2.19949368189391,1.444
20220603,137941,r7,D,2.268735419574889,1.505
20220603,137941,z7,A,2.358552399027517,1.533
20220603,137941,z7,B,2.398175618261567,1.53
20220603,137941,z7,C,2.655018109160566,1.667
20220603,137941,z7,D,2.499653221951599,1.547
20220603,137941,b8,A,3.606717289259247,1.091
20220603,137941,b8,B,2.892626532016988,1.121
20220603,137941,b8,C,3.159933144121654,1.141
20220603,137941,b8,D,3.023838603439254,1.135
20220603,137941,r8,A,2.659771878148431,1.627
20220603,137941,r8,B,2.229780839931526,1.482
20220603,137941,r8,C,2.594139910419593,1.581
20220603,137941,r8,D,2.565446705597977,1.589
20220603,137941,z8,A,2.489691161033681,1.466
20220603,137941,z8,B,2.218757310963678,1.498
20220603,137941,z8,C,2.60936220228332,1.655
20220603,137941,z8,D,2.563038652825133,1.658
20220603,137941,b9,A,3.536242135861016,1.106
20220603,137941,b9,B,2.734019928732421,1.083
20220603,137941,b9,C,3.064933612035335,1.115
20220603,137941,b9,D,3.045730238639937,1.12
20220603,137941,r9,A,2.6407227450281,1.591
20220603,137941,r9,B,2.182373650193253,1.412
20220603,137941,r9,C,2.917094994608225,1.543
20220603,137941,r9,D,2.144411089937523,1.406
20220603,137941,z9,A,2.321358005897123,1.436
20220603,137941,z9,B,2.358537735310732,1.496
20220603,137941,z9,C,2.652824402580724,1.625
20220603,137941,z9,D,2.414242065669132,1.531
20220604,138083,b0,A,4.111302467986417,1.133
20220604,138083,b0,B,3.017172454956211,1.117
20220604,138083,b0,C,3.580161182961025,1.122
20220604,138083,b0,D,3.747649616499503,1.122
20220604,138083,r0,A,2.767842293196123,1.655
20220604,138083,r0,B,2.528405643110248,1.488
20220604,138083,r0,C,2.702120737984669,1.583
20220604,138083,r0,D,2.431431681733561,1.507
20220604,138083,z0,A,2.634066667927908,1.614
20220604,138083,z0,B,2.301441143676155,1.519
20220604,138083,z0,C,2.652908552384522,1.673
20220604,138083,z0,D,2.350349231468669,1.491
20220604,138083,b1,A,4.694885298469777,1.308
20220604,138083,b1,B,3.263067898176706,1.286
20220604,138083,b1,C,4.029706276400319,1.288
20220604,138083,b1,D,3.260900413840962,1.304
20220604,138083,r1,A,2.938177450763538,1.626
20220604,138083,r1,B,2.819202183520526,1.611
20220604,138083,r1,C,2.730520187538148,1.403
20220604,138083,r1,D,2.618004120366298,1.436
20220604,138083,z1,A,2.612590513906731,1.439
20220604,138083,z1,B,2.410031369720552,1.484
20220604,138083,z1,C,3.688802080891234,1.603
20220604,138083,z1,D,2.576267924987466,1.49
20220604,138083,b2,A,3.547969986805306,1.119
20220604,138083,b2,B,3.075438987420236,1.12
20220604,138083,b2,C,3.118712260266458,1.118
20220604,138083,b2,D,3.027959851546087,1.114
20220604,138083,r2,A,2.664326264585239,1.653
20220604,138083,r2,B,4.505018874842545,1.594
20220604,138083,r2,C,2.450174743748141,1.509
20220604,138083,r2,D,2.459343997174991,1.47
20220604,138083,z2,A,2.283528540610431,1.432
20220604,138083,z2,B,2.236731568854329,1.494
20220604,138083,z2,C,2.663905661192996,1.593
20220604,138083,z2,D,2.332624749843132,1.524
20220604,138083,b3,A,3.750892913740647,1.145
20220604,138083,b3,B,2.942303977926022,1.132
20220604,138083,b3,C,3.516007662215875,1.159
20220604,138083,b3,D,3.013749700299138,1.164
20220604,138083,r3,A,2.671620595496037,1.681
20220604,138083,r3,B,3.113990957685903,1.625
20220604,138083,r3,C,2.338696909695797,1.477
20220604,138083,r3,D,2.273972910473472,1.492
20220604,138083,z3,A,2.788212889081675,1.445
20220604,138083,z3,B,2.616633469108244,1.481
20220604,138083,z3,C,3.100995150807666,1.697
20220604,138083,z3,D,3.12619633145421,1.682
20220604,138083,b4,A,4.02633334714642,1.068
20220604,138083,b4,B,3.025504657954365,1.088
20220604,138083,b4,C,3.443639186581794,1.076
20220604,138083,b4,D,2.962805899714442,1.083
20220604,138083,r4,A,2.945891804705102,1.652
20220604,138083,r4,B,2.928456677713918,1.572
20220604,138083,r4,C,2.566386873299534,1.519
20220604,138083,r4,D,2.475594577536524,1.446
20220604,138083,z4,A,2.570358667142597,1.64
20220604,138083,z4,B,2.447030719479525,1.631
20220604,138083,z4,C,2.660941391242974,1.665
20220604,138083,z4,D,2.315724517660317,1.509
20220604,138083,b5,A,4.156773234545562,1.122
20220604,138083,b5,B,3.157472235692896,1.127
20220604,138083,b5,C,4.478132794575107,1.162
20220604,138083,b5,D,3.138927651909628,1.132
20220604,138083,r5,A,3.182220225416399,1.684
20220604,138083,r5,B,3.098366937541646,1.655
20220604,138083,r5,C,2.85728829374598,1.467
20220604,138083,r5,D,2.692722316960571,1.509
20220604,138083,z5,A,2.42661816220582,1.572
20220604,138083,z5,B,2.205923836581143,1.511
20220604,138083,z5,C,2.653049267184358,1.72
20220604,138083,z5,D,2.506668705038425,1.658
20220604,138083,b6,A,3.90041879946237,1.29
20220604,138083,b6,B,3.286413184601114,1.284
20220604,138083,b6,C,3.137322120826348,1.292
20220604,138083,b6,D,3.158824380576923,1.295
20220604,138083,r6,A,2.691117586758238,1.704
20220604,138083,r6,B,3.122472009492983,1.665
20220604,138083,r6,C,2.392737333370207,1.491
20220604,138083,r6,D,2.301270096892859,1.531
20220604,138083,z6,A,2.179763214355626,1.387
20220604,138083,z6,B,2.287960804213226,1.518
20220604,138083,z6,C,2.384506431287325,1.534
20220604,138083,z6,D,2.429980612138618,1.554
20220604,138083,b7,A,3.319116961214057,1.117
20220604,138083,b7,B,2.810929723716339,1.117
20220604,138083,b7,C,3.281829038606189,1.127
20220604,138083,b7,D,2.887420514252161,1.128
20220604,138083,r7,A,2.609232485553016,1.666
20220604,138083,r7,B,2.528866315173898,1.67
20220604,138083,r7,C,2.210863604725622,1.444
20220604,138083,r7,D,2.274684158997252,1.505
20220604,138083,z7,A,2.369475565969421,1.533
20220604,138083,z7,B,2.480162925901134,1.53
20220604,138083,z7,C,2.676983310693784,1.667
20220604,138083,z7,D,2.506028755662009,1.547
20220604,138083,b8,A,3.599578889645452,1.091
20220604,138083,b8,B,2.893819337771113,1.121
20220604,138083,b8,C,3.169770283779018,1.141
20220604,138083,b8,D,3.024024237286019,1.135
20220604,138083,r8,A,2.685067598529581,1.627
20220604,138083,r8,B,2.240001570880731,1.482
20220604,138083,r8,C,2.600301201122507,1.581
20220604,138083,r8,D,2.594321318873201,1.589
20220604,138083,z8,A,2.493302706948348,1.466
20220604,138083,z8,B,2.227912662944713,1.498
20220604,138083,z8,C,2.614534276334892,1.655
20220604,138083,z8,D,2.572537273459144,1.658
20220604,138083,b9,A,3.55320250950918,1.106
20220604,138083,b9,B,2.755739549094047,1.083
20220604,138083,b9,C,3.079055509559932,1.115
20220604,138083,b9,D,3.039850821702815,1.12
20220604,138083,r9,A,2.647195961486395,1.591
20220604,138083,r9,B,2.187383369378626,1.412
20220604,138083,r9,C,2.907986533217662,1.543
20220604,138083,r9,D,2.147146791955044,1.406
20220604,138083,z9,A,2.321406930312619,1.436
20220604,138083,z9,B,2.345540313358196,1.496
20220604,138083,z9,C,2.663573708026592,1.625
20220604,138083,z9,D,2.423647703541762,1.531
20220605,138209,b0,A,4.101250715448,1.133
20220605,138209,b0,B,3.038775397398692,1.117
20220605,138209,b0,C,3.591041415452664,1.122
20220605,138209,b0,D,3.765480418058849,1.122
20220605,138209,r0,A,2.766065848404423,1.655
20220605,138209,r0,B,2.518120435595816,1.488
20220605,138209,r0,C,2.709378662257607,1.583
20220605,138209,r0,D,2.435119697391466,1.507
20220605,138209,z0,A,2.61970162134803,1.614
20220605,138209,z0,B,2.309514188910113,1.519
20220605,138209,z0,C,2.650039649720124,1.673
20220605,138209,z0,D,2.353908983253144,1.491
20220605,138209,b1,A,4.633566554479362,1.308
20220605,138209,b1,B,3.228056005320174,1.286
20220605,138209,b1,C,4.095376247563211,1.288
20220605,138209,b1,D,3.275304475513742,1.304
20220605,138209,r1,A,2.929186018183787,1.626
20220605,138209,r1,B,2.829242636228715,1.611
20220605,138209,r1,C,2.701999591029931,1.403
20220605,138209,r1,D,2.627320860467486,1.436
20220605,138209,z1,A,2.616026442757602,1.439
20220605,138209,z1,B,2.411287651583687,1.484
20220605,138209,z1,C,3.685818016295078,1.603
20220605,138209,z1,D,2.57622592702309,1.49
20220605,138209,b2,A,3.554327359365307,1.119
20220605,138209,b2,B,3.11403861966908,1.12
20220605,138209,b2,C,3.145377155003909,1.118
20220605,138209,b2,D,3.054671617345577,1.114
20220605,138209,r2,A,2.674302509830518,1.653
20220605,138209,r2,B,4.502476674792494,1.594
20220605,138209,r2,C,2.455432568233308,1.509
20220605,138209,r2,D,2.462517107766001,1.47
20220605,138209,z2,A,2.281165232601862,1.432
20220605,138209,z2,B,2.238277690378518,1.494
20220605,138209,z2,C,2.669198667384075,1.593
20220605,138209,z2,D,2.321585309169427,1.524
20220605,138209,b3,A,3.668214990403777,1.145
20220605,138209,b3,B,2.929688495121353,1.132
