WAVE,SKY,CSKY
7520.0,126.64800262185597,54.04324744351749
7520.8,-12.55502799293647,43.00227232058877
7521.6,64.90944100011954,38.48786557319281
7522.400000000001,33.89725956285552,48.45841983794548
7523.200000000001,33.94841707103285,77.6386051844309
7524.000000000001,181.9280335150863,196.27411607891284
7524.800000000001,253.62523319084656,606.549907544107
7525.600000000001,2373.7280822828016,1145.0650595574614
7526.4000000000015,172.67551364852642,499.84463269727786
7527.200000000002,33.75348366529764,109.21258918730369
7528.000000000002,44.947521616874646,45.79647133510039
7528.800000000002,35.54127484072536,59.4015995613839
7529.600000000002,88.42726216873555,66.76851440599025
7530.400000000002,94.1053458729067,75.9215726678936
7531.200000000003,-57.033261935946506,159.41794160302186
7532.000000000003,676.1214612504953,376.480927974391
7532.800000000003,429.1512213391244,297.6101959301264
7533.600000000003,-86.41274037770822,96.6959980836528
7534.400000000003,96.1033736099953,47.33052390064373
7535.2000000000035,36.19688188318885,44.9132639870733
7536.000000000004,24.743998559941158,42.84507024879753
7536.800000000004,71.26571512970892,46.23644670944985
7537.600000000004,25.830561299659358,48.90511239993948
7538.400000000004,69.51706425375468,50.78235271055528
7539.200000000004,41.164920002450486,50.74226057417503
7540.000000000005,63.470176897039465,56.00206855168248
7540.800000000005,9.651692847850688,79.26899838955832
7541.600000000005,191.8810844898299,128.11811471303278
7542.400000000005,192.02096815649398,130.1200170995575
7543.200000000005,-6.5297891944216655,66.98991930203967
7544.0000000000055,71.82014224621514,47.89238752656175
7544.800000000006,38.88942400384188,46.236357714880334
7545.600000000006,42.539418725923035,45.09241737152133
7546.400000000006,50.227653141247885,45.26282972027566
7547.200000000006,39.48269438690823,47.76580550538171
7548.000000000006,60.6975676231909,51.95730177064764
7548.800000000007,48.31711541171534,52.913508104062245
7549.600000000007,60.52925443722277,49.3527267961557
7550.400000000007,26.673835881790417,45.348919193862486
7551.200000000007,62.283472901262634,48.031252921018
7552.000000000007,44.697347873398435,46.99942500324887
7552.8000000000075,37.93611188650682,46.74476269502446
7553.600000000008,57.339791057555296,56.758273858214956
7554.400000000008,72.68462775560278,67.66788107627696
7555.200000000008,86.06772005297663,64.02859646187326
7556.000000000008,19.800244948917424,50.17843876262949
7556.800000000008,70.72425650865796,42.629639594566285
7557.600000000009,-15.316082434785079,75.78271913071363
7558.400000000009,185.2986831482417,214.56580908415032
7559.200000000009,659.5117560117175,316.2032595152872
