X,Y,F
83.21897888183594,-286.6637268066406,1.0153960703482696
59.10957717895508,-273.2739562988281,1.008606127768908
31.751867294311523,-269.8043518066406,1.0049942658474238
0.18432417511940002,-221.17872619628906,1.0061443217284065
-19.77665901184082,-253.0353546142578,1.0086508568975208
41.48899459838867,-240.1172332763672,1.0038344121573164
14.6010160446167,-264.2051696777344,1.002850493039752
17.358226776123047,-226.77520751953125,1.004506079357994
73.0176010131836,-288.7977294921875,1.0024074008146786
55.850528717041016,-283.1761474609375,1.019202367053315
7.630807399749756,-256.4649963378906,1.0093895265071815
55.40548324584961,-255.62156677246094,1.0172810227695608
-3.0654211044311523,-231.07223510742188,1.0004841699962483
14.112319946289062,-236.6704559326172,1.0026497900925893
17.833003997802734,-254.3040771484375,1.0057863669875906
31.286592483520508,-242.2608184814453,1.0031282396288517
52.15703582763672,-265.517333984375,1.009430117430698
21.079242706298828,-244.40692138671875,0.9994081149593376
48.906211853027344,-275.41253662109375,1.0136589370472506
69.3105239868164,-271.1332702636719,1.0003261879311074
21.55669593811035,-271.9599914550781,1.0078818810211265
-17.073904037475586,-215.61062622070312,1.0037286445035356
48.44686508178711,-247.86749267578125,1.0037075274863538
-6.299627780914307,-240.9755401611328,0.99763179042182
-12.796167373657227,-260.7655944824219,1.0094948073133039
7.1490373611450195,-228.92434692382812,1.0061685423994104
79.51151275634766,-268.99273681640625,1.0089771056845853
62.35844039916992,-263.3772277832031,1.0076765530212093
-2.582304000854492,-258.6126708984375,1.0062593394876962
24.328245162963867,-234.5146942138672,1.0114695222716068
34.52936935424805,-232.36434936523438,1.0205356602217166
-13.280630111694336,-233.24478149414062,1.0061062867550965
24.796171188354492,-262.0513000488281,1.007067628312504
66.05876922607422,-281.0356140136719,1.0160020131150673
10.862442970275879,-246.56422424316406,1.00480281300577
38.2449951171875,-250.01370239257812,1.0216198699569048
34.99419021606445,-259.9080505371094,1.0069087334080036
65.60953521728516,-253.47915649414062,1.008490866585789
76.26284790039062,-278.89410400390625,1.0162853584522382
38.7041130065918,-277.5589294433594,1.0181596610810026
-9.548989295959473,-250.8696746826172,1.0100207244962571
4.382167816162109,-266.3583068847656,1.0067961498870057
-16.529767990112305,-243.1392822265625,1.0006221913073958
